"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","sona_id","success","key_press","value","responses","question_order","label_options","bar_cols","answer_key","label_responses","condition","repetition","category","pal_source","accuracies","total accuracy","order_num"
"1135","Welcome to our experiment!<p>At the bottom of this screen, you will see a button that says ""Begin Experiment"".<br>Please only click that button when you are ready to complete the 30 minute experiment in one sitting.</p><p> Once you click that button, it will not be possible to restart the experiment.","0","html-button-response","0","1166","0.0-0.0","hbpnkhwra0","87154","","","","","","","","","","","","","","","",""
"","","","fullscreen","1","4718","0.0-1.0","hbpnkhwra0","87154","true","","","","","","","","","","","","","","",""
"null","","","html-keyboard-response","2","4730","0.0-2.0","hbpnkhwra0","87154","","null","","","","","","","","","","","","","",""
"","","","call-function","3","4737","0.0-3.0","hbpnkhwra0","87154","","","","","","","","","","","","","","","",""
"11265","","","survey-multi-selectMAS","4","16005","0.0-4.0","hbpnkhwra0","87154","","","","{""Consent"":[""<strong> I consent</strong>""]}","[0]","","","","","","","","","","",""
"2054","Welcome! <p> This experiment involves two parts: demographic information, followed by the experimental task.<p> It will take about 30 minutes to complete both parts.","0","html-button-response","5","18066","0.0-5.0","hbpnkhwra0","87154","","","","","","","","","","","","","","","",""
"21119","","","survey-text","6","39203","0.0-6.0","hbpnkhwra0","87154","","","","{""Age"":""19"",""Gender"":""male"",""Race"":""Arab "",""Languages"":""Arabic, English""}","","","","","","","","","","","",""
"4888.000000000007","<p>Great job!</p> You have completed the consent process and answered the demographic questions.<p> Press the spacebar to continue to the experimental task. </p>","","html-keyboard-response","7","44092","0.0-7.0","hbpnkhwra0","87154","","32","","","","","","","","","","","","","",""
"4697","<div style='margin-left: auto;margin-right: auto;width: 80%;text-align: left;'>                <p>In this experiment you will be presented with a series of bar graphs with 4 bars. Above each bar you will be provided with a list of 4 words. Your task will be to decide which colored bar best represents each word. Below is an example of a trial will look like. </p> <p> To match a word to a bar on the graph, move your cursor to a label and then click and drag the label to the empty box under the preferred bar. If you drag a label to a non-preferred bar by mistake, you can click on the ‘Reset labels’ button on the upper left region to reset the labels back to the top of the screen. Once you are done labeling each bar press 'Done' to move onto the next bar graph.</p> Press 'Continue' when you are ready to do a practice trial.<br> </p><img src='data/example_trial.png' style='margin-right:auto;margin-left:auto;width:50%;display:block;border:2px solid black;'></img><br></div>","0","html-button-response","8","48816","0.0-8.0","hbpnkhwra0","87154","","","","","","","","","","","","","","","",""
"30631","","","assignment-inference","9","79450","0.0-9.0","hbpnkhwra0","87154","","","","","","[""lemon"",""mango"",""strawberry"",""blueberry""]","[""#2e3086"",""#aac510"",""#f7a75a"",""#db1f9d""]","[""blueberry"",""lemon"",""mango"",""strawberry""]","[""blueberry"",""lemon"",""mango"",""strawberry""]","null","null","""practice_trial""","null","[1,1,1,1]","4","null"
"1331","<div style='margin-left: auto;margin-right: auto;width: 100%;text-align: left;'> Press 'Continue' to start the main experiment trials.</div>","0","html-button-response","10","80782","0.0-10.0","hbpnkhwra0","87154","","","","","","","","","","","","","","","",""
"10135","","","assignment-inference","11","90917","0.0-11.0","hbpnkhwra0","87154","","","","","","[""leisure"",""banana"",""working"",""grape""]","[""#512d5f"",""#d5b811"",""#777777"",""#4bcf8e""]","[""grape"",""banana"",""working"",""leisure""]","[""grape"",""banana"",""working"",""leisure""]","""set2""","0","""4""","""uw_71""","[1,1,1,1]","4","6"
"10083","","","assignment-inference","12","101001","0.0-12.0","hbpnkhwra0","87154","","","","","","[""leisure"",""working"",""comfort"",""safety""]","[""#73cf10"",""#632b14"",""#777777"",""#cd26c7""]","[""safety"",""comfort"",""working"",""leisure""]","[""leisure"",""comfort"",""working"",""safety""]","""set2""","0","""2""","""uw_71""","[0,1,1,0]","2","6"
"47646","","","assignment-inference","13","148649","0.0-13.0","hbpnkhwra0","87154","","","","","","[""peach"",""eggplant"",""celery"",""cherry""]","[""#f7a75a"",""#ea1d1d"",""#3518ad"",""#aac510""]","[""peach"",""cherry"",""eggplant"",""celery""]","[""peach"",""cherry"",""eggplant"",""celery""]","""set2""","0","""5""","""uw_71""","[1,1,1,1]","4","6"
"8699","","","assignment-inference","14","157350","0.0-14.0","hbpnkhwra0","87154","","","","","","[""comfort"",""corn"",""safety"",""carrot""]","[""#73cf10"",""#632b14"",""#d5b811"",""#cc4f1b""]","[""safety"",""comfort"",""corn"",""carrot""]","[""safety"",""comfort"",""corn"",""carrot""]","""set2""","0","""6""","""uw_71""","[1,1,1,1]","4","6"
"13763","","","assignment-inference","15","171117","0.0-15.0","hbpnkhwra0","87154","","","","","","[""cherry"",""peach"",""driving"",""sleeping""]","[""#f7a75a"",""#e81a4b"",""#000000"",""#d5b811""]","[""peach"",""cherry"",""sleeping"",""driving""]","[""peach"",""driving"",""sleeping"",""cherry""]","""set2""","0","""1""","""uw_71""","[1,0,1,0]","2","6"
"8514","","","assignment-inference","16","179633","0.0-16.0","hbpnkhwra0","87154","","","","","","[""grape"",""banana"",""carrot"",""corn""]","[""#600b84"",""#d0e942"",""#c7b88b"",""#cc4f1b""]","[""grape"",""banana"",""corn"",""carrot""]","[""grape"",""banana"",""corn"",""carrot""]","""set2""","0","""0""","""uw_71""","[1,1,1,1]","4","6"
"8466","","","assignment-inference","17","188100","0.0-17.0","hbpnkhwra0","87154","","","","","","[""speed"",""celery"",""eggplant"",""efficiency""]","[""#b9b9b9"",""#ea1d1d"",""#72005e"",""#608218""]","[""efficiency"",""speed"",""eggplant"",""celery""]","[""speed"",""efficiency"",""eggplant"",""celery""]","""set2""","0","""3""","""uw_71""","[0,0,1,1]","2","6"
"24529","","","assignment-inference","18","212632","0.0-18.0","hbpnkhwra0","87154","","","","","","[""speed"",""driving"",""efficiency"",""sleeping""]","[""#67cf5c"",""#c94e4b"",""#000000"",""#d5b811""]","[""efficiency"",""speed"",""sleeping"",""driving""]","[""driving"",""efficiency"",""sleeping"",""speed""]","""set2""","0","""7""","""uw_71""","[0,0,1,0]","1","6"
"8218","","","assignment-inference","19","220851","0.0-19.0","hbpnkhwra0","87154","","","","","","[""blue"",""green"",""red"",""yellow""]","[""#ea1d1d"",""#fcdb42"",""#2f6ef6"",""#67cf5c""]","[""red"",""yellow"",""blue"",""green""]","[""red"",""yellow"",""blue"",""green""]","null","0","""catch_trial""","null","[1,1,1,1]","4","null"
"3063","<div style='margin-left: auto;margin-right: auto;width: 75%;text-align: left;'>Great job! You've completed 13% of the trials! Click 'Continue' when you are ready to keep going. </div>","0","html-button-response","20","223916","0.0-20.0","hbpnkhwra0","87154","","","","","","","","","","","","","","","",""
"17200","","","assignment-inference","21","241117","0.0-21.0","hbpnkhwra0","87154","","","","","","[""celery"",""peach"",""cherry"",""eggplant""]","[""#3518ad"",""#aac510"",""#f7a75a"",""#ea1d1d""]","[""eggplant"",""celery"",""peach"",""cherry""]","[""eggplant"",""celery"",""peach"",""cherry""]","""set2""","1","""5""","""uw_71""","[1,1,1,1]","4","0"
"7298","","","assignment-inference","22","248417","0.0-22.0","hbpnkhwra0","87154","","","","","","[""blue"",""yellow"",""green"",""red""]","[""#2f6ef6"",""#67cf5c"",""#ea1d1d"",""#fcdb42""]","[""blue"",""green"",""red"",""yellow""]","[""blue"",""green"",""red"",""yellow""]","null","1","""catch_trial""","null","[1,1,1,1]","4","null"
"8447","","","assignment-inference","23","256867","0.0-23.0","hbpnkhwra0","87154","","","","","","[""sleeping"",""peach"",""cherry"",""driving""]","[""#000000"",""#d5b811"",""#f7a75a"",""#e81a4b""]","[""sleeping"",""driving"",""peach"",""cherry""]","[""sleeping"",""peach"",""driving"",""cherry""]","""set2""","1","""1""","""uw_71""","[1,0,0,1]","2","0"
"13980","","","assignment-inference","24","270849","0.0-24.0","hbpnkhwra0","87154","","","","","","[""carrot"",""comfort"",""safety"",""corn""]","[""#d5b811"",""#cc4f1b"",""#73cf10"",""#632b14""]","[""corn"",""carrot"",""safety"",""comfort""]","[""corn"",""carrot"",""safety"",""comfort""]","""set2""","1","""6""","""uw_71""","[1,1,1,1]","4","0"
