"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","sona_id","success","key_press","value","responses","question_order","label_options","bar_cols","answer_key","label_responses","condition","repetition","category","pal_source","accuracies","total accuracy","order_num"
"4417.5","Welcome to our experiment!<p>At the bottom of this screen, you will see a button that says ""Begin Experiment"".<br>Please only click that button when you are ready to complete the 30 minute experiment in one sitting.</p><p> Once you click that button, it will not be possible to restart the experiment.","0","html-button-response","0","4428","0.0-0.0","2cvv2w65nj","88452","","","","","","","","","","","","","","","",""
"","","","fullscreen","1","7697","0.0-1.0","2cvv2w65nj","88452","true","","","","","","","","","","","","","","",""
"null","","","html-keyboard-response","2","7709","0.0-2.0","2cvv2w65nj","88452","","null","","","","","","","","","","","","","",""
"","","","call-function","3","7711","0.0-3.0","2cvv2w65nj","88452","","","","","","","","","","","","","","","",""
"49599.40000000596","","","survey-multi-selectMAS","4","57313","0.0-4.0","2cvv2w65nj","88452","","","","{""Consent"":[""<strong> I consent</strong>""]}","[0]","","","","","","","","","","",""
"5215.9000000059605","Welcome! <p> This experiment involves two parts: demographic information, followed by the experimental task.<p> It will take about 30 minutes to complete both parts.","0","html-button-response","5","62531","0.0-5.0","2cvv2w65nj","88452","","","","","","","","","","","","","","","",""
"11691.5","","","survey-text","6","74228","0.0-6.0","2cvv2w65nj","88452","","","","{""Age"":""19"",""Gender"":""Male"",""Race"":""White"",""Languages"":""English""}","","","","","","","","","","","",""
"2835.4000000059605","<p>Great job!</p> You have completed the consent process and answered the demographic questions.<p> Press the spacebar to continue to the experimental task. </p>","","html-keyboard-response","7","77064","0.0-7.0","2cvv2w65nj","88452","","32","","","","","","","","","","","","","",""
"23178.59999999404","<div style='margin-left: auto;margin-right: auto;width: 80%;text-align: left;'>                <p>In this experiment you will be presented with a series of bar graphs with 4 bars. Above each bar you will be provided with a list of 4 words. Your task will be to decide which colored bar best represents each word. Below is an example of a trial will look like. </p> <p> To match a word to a bar on the graph, move your cursor to a label and then click and drag the label to the empty box under the preferred bar. If you drag a label to a non-preferred bar by mistake, you can click on the ‘Reset labels’ button on the upper left region to reset the labels back to the top of the screen. Once you are done labeling each bar press 'Done' to move onto the next bar graph.</p> Press 'Continue' when you are ready to do a practice trial.<br> </p><img src='data/example_trial.png' style='margin-right:auto;margin-left:auto;width:50%;display:block;border:2px solid black;'></img><br></div>","0","html-button-response","8","100246","0.0-8.0","2cvv2w65nj","88452","","","","","","","","","","","","","","","",""
"16280","","","assignment-inference","9","116528","0.0-9.0","2cvv2w65nj","88452","","","","","","[""strawberry"",""mango"",""blueberry"",""lemon""]","[""#2e3086"",""#aac510"",""#f7a75a"",""#db1f9d""]","[""blueberry"",""lemon"",""mango"",""strawberry""]","[""blueberry"",""lemon"",""mango"",""strawberry""]","null","null","""practice_trial""","null","[1,1,1,1]","4","null"
"1631.5999999940395","<div style='margin-left: auto;margin-right: auto;width: 100%;text-align: left;'> Press 'Continue' to start the main experiment trials.</div>","0","html-button-response","10","118161","0.0-10.0","2cvv2w65nj","88452","","","","","","","","","","","","","","","",""
"14315","","","assignment-inference","11","132478","0.0-11.0","2cvv2w65nj","88452","","","","","","[""celery"",""eggplant"",""cherry"",""peach""]","[""#aac510"",""#f7a75a"",""#ea1d1d"",""#3518ad""]","[""celery"",""peach"",""cherry"",""eggplant""]","[""celery"",""peach"",""cherry"",""eggplant""]","""set2""","0","""5""","""uw_71""","[1,1,1,1]","4","1"
"16348","","","assignment-inference","12","148828","0.0-12.0","2cvv2w65nj","88452","","","","","","[""banana"",""corn"",""grape"",""carrot""]","[""#cc4f1b"",""#600b84"",""#d0e942"",""#c7b88b""]","[""carrot"",""grape"",""banana"",""corn""]","[""carrot"",""grape"",""corn"",""banana""]","""set2""","0","""0""","""uw_71""","[1,1,0,0]","2","1"
"13598","","","assignment-inference","13","162427","0.0-13.0","2cvv2w65nj","88452","","","","","","[""carrot"",""corn"",""safety"",""comfort""]","[""#cc4f1b"",""#73cf10"",""#632b14"",""#d5b811""]","[""carrot"",""safety"",""comfort"",""corn""]","[""carrot"",""safety"",""comfort"",""corn""]","""set2""","0","""6""","""uw_71""","[1,1,1,1]","4","1"
"17299","","","assignment-inference","14","179727","0.0-14.0","2cvv2w65nj","88452","","","","","","[""safety"",""working"",""comfort"",""leisure""]","[""#cd26c7"",""#73cf10"",""#632b14"",""#777777""]","[""leisure"",""safety"",""comfort"",""working""]","[""leisure"",""safety"",""comfort"",""working""]","""set2""","0","""2""","""uw_71""","[1,1,1,1]","4","1"
"19915","","","assignment-inference","15","199644","0.0-15.0","2cvv2w65nj","88452","","","","","","[""peach"",""sleeping"",""cherry"",""driving""]","[""#d5b811"",""#f7a75a"",""#e81a4b"",""#000000""]","[""driving"",""peach"",""cherry"",""sleeping""]","[""driving"",""peach"",""cherry"",""sleeping""]","""set2""","0","""1""","""uw_71""","[1,1,1,1]","4","1"
"9185","","","assignment-inference","16","208829","0.0-16.0","2cvv2w65nj","88452","","","","","","[""leisure"",""grape"",""banana"",""working""]","[""#4bcf8e"",""#512d5f"",""#d5b811"",""#777777""]","[""leisure"",""grape"",""banana"",""working""]","[""leisure"",""grape"",""banana"",""working""]","""set2""","0","""4""","""uw_71""","[1,1,1,1]","4","1"
"13264","","","assignment-inference","17","222095","0.0-17.0","2cvv2w65nj","88452","","","","","","[""sleeping"",""driving"",""speed"",""efficiency""]","[""#d5b811"",""#67cf5c"",""#c94e4b"",""#000000""]","[""driving"",""efficiency"",""speed"",""sleeping""]","[""driving"",""efficiency"",""speed"",""sleeping""]","""set2""","0","""7""","""uw_71""","[1,1,1,1]","4","1"
"11981","","","assignment-inference","18","234078","0.0-18.0","2cvv2w65nj","88452","","","","","","[""efficiency"",""speed"",""eggplant"",""celery""]","[""#608218"",""#b9b9b9"",""#ea1d1d"",""#72005e""]","[""celery"",""efficiency"",""speed"",""eggplant""]","[""celery"",""efficiency"",""speed"",""eggplant""]","""set2""","0","""3""","""uw_71""","[1,1,1,1]","4","1"
"10299","","","assignment-inference","19","244378","0.0-19.0","2cvv2w65nj","88452","","","","","","[""red"",""blue"",""yellow"",""green""]","[""#67cf5c"",""#ea1d1d"",""#fcdb42"",""#2f6ef6""]","[""green"",""red"",""yellow"",""blue""]","[""green"",""red"",""yellow"",""blue""]","null","0","""catch_trial""","null","[1,1,1,1]","4","null"
"2248.5","<div style='margin-left: auto;margin-right: auto;width: 75%;text-align: left;'>Great job! You've completed 13% of the trials! Click 'Continue' when you are ready to keep going. </div>","0","html-button-response","20","246628","0.0-20.0","2cvv2w65nj","88452","","","","","","","","","","","","","","","",""
