"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","sona_id","success","key_press","value","responses","question_order","label_options","bar_cols","answer_key","label_responses","condition","repetition","category","pal_source","accuracies","total accuracy","order_num"
"1414.1999999284744","Welcome to our experiment!<p>At the bottom of this screen, you will see a button that says ""Begin Experiment"".<br>Please only click that button when you are ready to complete the 30 minute experiment in one sitting.</p><p> Once you click that button, it will not be possible to restart the experiment.","0","html-button-response","0","1431","0.0-0.0","4rra5wf00d","89361","","","","","","","","","","","","","","","",""
"","","","fullscreen","1","5055","0.0-1.0","4rra5wf00d","89361","true","","","","","","","","","","","","","","",""
"null","","","html-keyboard-response","2","5067","0.0-2.0","4rra5wf00d","89361","","null","","","","","","","","","","","","","",""
"","","","call-function","3","5068","0.0-3.0","4rra5wf00d","89361","","","","","","","","","","","","","","","",""
"40018.200000047684","","","survey-multi-selectMAS","4","45085","0.0-4.0","4rra5wf00d","89361","","","","{""Consent"":[""<strong> I consent</strong>""]}","[0]","","","","","","","","","","",""
"1848.7999999523163","Welcome! <p> This experiment involves two parts: demographic information, followed by the experimental task.<p> It will take about 30 minutes to complete both parts.","0","html-button-response","5","46937","0.0-5.0","4rra5wf00d","89361","","","","","","","","","","","","","","","",""
"24535.899999976158","","","survey-text","6","71476","0.0-6.0","4rra5wf00d","89361","","","","{""Age"":""18"",""Gender"":""Female"",""Race"":""White"",""Languages"":""English, Russian""}","","","","","","","","","","","",""
"3133.100000023842","<p>Great job!</p> You have completed the consent process and answered the demographic questions.<p> Press the spacebar to continue to the experimental task. </p>","","html-keyboard-response","7","74610","0.0-7.0","4rra5wf00d","89361","","32","","","","","","","","","","","","","",""
"46298.200000047684","<div style='margin-left: auto;margin-right: auto;width: 80%;text-align: left;'>                <p>In this experiment you will be presented with a series of bar graphs with 4 bars. Above each bar you will be provided with a list of 4 words. Your task will be to decide which colored bar best represents each word. Below is an example of a trial will look like. </p> <p> To match a word to a bar on the graph, move your cursor to a label and then click and drag the label to the empty box under the preferred bar. If you drag a label to a non-preferred bar by mistake, you can click on the ‘Reset labels’ button on the upper left region to reset the labels back to the top of the screen. Once you are done labeling each bar press 'Done' to move onto the next bar graph.</p> Press 'Continue' when you are ready to do a practice trial.<br> </p><img src='data/example_trial.png' style='margin-right:auto;margin-left:auto;width:50%;display:block;border:2px solid black;'></img><br></div>","0","html-button-response","8","120907","0.0-8.0","4rra5wf00d","89361","","","","","","","","","","","","","","","",""
"25251","","","assignment-inference","9","146161","0.0-9.0","4rra5wf00d","89361","","","","","","[""mango"",""lemon"",""blueberry"",""strawberry""]","[""#2e3086"",""#aac510"",""#f7a75a"",""#db1f9d""]","[""blueberry"",""lemon"",""mango"",""strawberry""]","[""blueberry"",""lemon"",""mango"",""strawberry""]","null","null","""practice_trial""","null","[1,1,1,1]","4","null"
"3031.600000023842","<div style='margin-left: auto;margin-right: auto;width: 100%;text-align: left;'> Press 'Continue' to start the main experiment trials.</div>","0","html-button-response","10","149194","0.0-10.0","4rra5wf00d","89361","","","","","","","","","","","","","","","",""
"16265","","","assignment-inference","11","165461","0.0-11.0","4rra5wf00d","89361","","","","","","[""cherry"",""peach"",""sleeping"",""driving""]","[""#d5b811"",""#f7a75a"",""#e81a4b"",""#000000""]","[""driving"",""peach"",""cherry"",""sleeping""]","[""driving"",""peach"",""cherry"",""sleeping""]","""set2""","0","""1""","""uw_71""","[1,1,1,1]","4","5"
"33540","","","assignment-inference","12","199002","0.0-12.0","4rra5wf00d","89361","","","","","","[""comfort"",""working"",""safety"",""leisure""]","[""#cd26c7"",""#73cf10"",""#632b14"",""#777777""]","[""leisure"",""safety"",""comfort"",""working""]","[""leisure"",""working"",""safety"",""comfort""]","""set2""","0","""2""","""uw_71""","[1,0,0,0]","1","5"
"29200","","","assignment-inference","13","228205","0.0-13.0","4rra5wf00d","89361","","","","","","[""corn"",""grape"",""banana"",""carrot""]","[""#cc4f1b"",""#600b84"",""#d0e942"",""#c7b88b""]","[""carrot"",""grape"",""banana"",""corn""]","[""carrot"",""grape"",""corn"",""banana""]","""set2""","0","""0""","""uw_71""","[1,1,0,0]","2","5"
"17791","","","assignment-inference","14","245999","0.0-14.0","4rra5wf00d","89361","","","","","","[""corn"",""safety"",""carrot"",""comfort""]","[""#cc4f1b"",""#73cf10"",""#632b14"",""#d5b811""]","[""carrot"",""safety"",""comfort"",""corn""]","[""carrot"",""corn"",""safety"",""comfort""]","""set2""","0","""6""","""uw_71""","[1,0,0,0]","1","5"
"13706","","","assignment-inference","15","259706","0.0-15.0","4rra5wf00d","89361","","","","","","[""celery"",""efficiency"",""eggplant"",""speed""]","[""#608218"",""#b9b9b9"",""#ea1d1d"",""#72005e""]","[""celery"",""efficiency"",""speed"",""eggplant""]","[""celery"",""efficiency"",""speed"",""eggplant""]","""set2""","0","""3""","""uw_71""","[1,1,1,1]","4","5"
"14539","","","assignment-inference","16","274247","0.0-16.0","4rra5wf00d","89361","","","","","","[""celery"",""peach"",""cherry"",""eggplant""]","[""#aac510"",""#f7a75a"",""#ea1d1d"",""#3518ad""]","[""celery"",""peach"",""cherry"",""eggplant""]","[""celery"",""peach"",""cherry"",""eggplant""]","""set2""","0","""5""","""uw_71""","[1,1,1,1]","4","5"
