"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","sona_id","success","key_press","value","responses","question_order","label_options","bar_cols","answer_key","label_responses","condition","repetition","category","pal_source","accuracies","total accuracy","order_num"
"1089.5999999046326","Welcome to our experiment!<p>At the bottom of this screen, you will see a button that says ""Begin Experiment"".<br>Please only click that button when you are ready to complete the 30 minute experiment in one sitting.</p><p> Once you click that button, it will not be possible to restart the experiment.","0","html-button-response","0","1104","0.0-0.0","jeyn0fe54j","88260","","","","","","","","","","","","","","","",""
"","","","fullscreen","1","18753","0.0-1.0","jeyn0fe54j","88260","true","","","","","","","","","","","","","","",""
"null","","","html-keyboard-response","2","18765","0.0-2.0","jeyn0fe54j","88260","","null","","","","","","","","","","","","","",""
"","","","call-function","3","18767","0.0-3.0","jeyn0fe54j","88260","","","","","","","","","","","","","","","",""
"5695.699999809265","","","survey-multi-selectMAS","4","24465","0.0-4.0","jeyn0fe54j","88260","","","","{""Consent"":[""<strong> I consent</strong>""]}","[0]","","","","","","","","","","",""
"6036.299999952316","Welcome! <p> This experiment involves two parts: demographic information, followed by the experimental task.<p> It will take about 30 minutes to complete both parts.","0","html-button-response","5","30503","0.0-5.0","jeyn0fe54j","88260","","","","","","","","","","","","","","","",""
"12523.199999809265","","","survey-text","6","43029","0.0-6.0","jeyn0fe54j","88260","","","","{""Age"":""18"",""Gender"":""Female"",""Race"":""White"",""Languages"":""English""}","","","","","","","","","","","",""
"4050.2000000476837","<p>Great job!</p> You have completed the consent process and answered the demographic questions.<p> Press the spacebar to continue to the experimental task. </p>","","html-keyboard-response","7","47081","0.0-7.0","jeyn0fe54j","88260","","32","","","","","","","","","","","","","",""
"21198","<div style='margin-left: auto;margin-right: auto;width: 80%;text-align: left;'>                <p>In this experiment you will be presented with a series of bar graphs with 4 bars. Above each bar you will be provided with a list of 4 words. Your task will be to decide which colored bar best represents each word. Below is an example of a trial will look like. </p> <p> To match a word to a bar on the graph, move your cursor to a label and then click and drag the label to the empty box under the preferred bar. If you drag a label to a non-preferred bar by mistake, you can click on the ‘Reset labels’ button on the upper left region to reset the labels back to the top of the screen. Once you are done labeling each bar press 'Done' to move onto the next bar graph.</p> Press 'Continue' when you are ready to do a practice trial.<br> </p><img src='data/example_trial.png' style='margin-right:auto;margin-left:auto;width:50%;display:block;border:2px solid black;'></img><br></div>","0","html-button-response","8","68281","0.0-8.0","jeyn0fe54j","88260","","","","","","","","","","","","","","","",""
"45830","","","assignment-inference","9","114112","0.0-9.0","jeyn0fe54j","88260","","","","","","[""lemon"",""blueberry"",""strawberry"",""mango""]","[""#2e3086"",""#aac510"",""#f7a75a"",""#db1f9d""]","[""blueberry"",""lemon"",""mango"",""strawberry""]","[""blueberry"",""lemon"",""mango"",""strawberry""]","null","null","""practice_trial""","null","[1,1,1,1]","4","null"
"1274.1000001430511","<div style='margin-left: auto;margin-right: auto;width: 100%;text-align: left;'> Press 'Continue' to start the main experiment trials.</div>","0","html-button-response","10","115387","0.0-10.0","jeyn0fe54j","88260","","","","","","","","","","","","","","","",""
"12047","","","assignment-inference","11","127436","0.0-11.0","jeyn0fe54j","88260","","","","","","[""corn"",""carrot"",""comfort"",""safety""]","[""#632b14"",""#d5b811"",""#cc4f1b"",""#73cf10""]","[""comfort"",""corn"",""carrot"",""safety""]","[""comfort"",""corn"",""carrot"",""safety""]","""set2""","0","""6""","""uw_71""","[1,1,1,1]","4","3"
"8664","","","assignment-inference","12","136101","0.0-12.0","jeyn0fe54j","88260","","","","","","[""eggplant"",""cherry"",""peach"",""celery""]","[""#ea1d1d"",""#3518ad"",""#aac510"",""#f7a75a""]","[""cherry"",""eggplant"",""celery"",""peach""]","[""cherry"",""eggplant"",""celery"",""peach""]","""set2""","0","""5""","""uw_71""","[1,1,1,1]","4","3"
