"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","sona_id","success","key_press","value","responses","question_order","label_options","bar_cols","answer_key","label_responses","condition","repetition","category","pal_source","accuracies","total accuracy","order_num"
"1257","Welcome to our experiment!<p>At the bottom of this screen, you will see a button that says ""Begin Experiment"".<br>Please only click that button when you are ready to complete the 30 minute experiment in one sitting.</p><p> Once you click that button, it will not be possible to restart the experiment.","0","html-button-response","0","1276","0.0-0.0","9535jr60pg","86731","","","","","","","","","","","","","","","",""
"","","","fullscreen","1","3647","0.0-1.0","9535jr60pg","86731","true","","","","","","","","","","","","","","",""
"null","","","html-keyboard-response","2","3663","0.0-2.0","9535jr60pg","86731","","null","","","","","","","","","","","","","",""
"","","","call-function","3","3666","0.0-3.0","9535jr60pg","86731","","","","","","","","","","","","","","","",""
"3862","","","survey-multi-selectMAS","4","7530","0.0-4.0","9535jr60pg","86731","","","","{""Consent"":[""<strong> I consent</strong>""]}","[0]","","","","","","","","","","",""
"1640","Welcome! <p> This experiment involves two parts: demographic information, followed by the experimental task.<p> It will take about 30 minutes to complete both parts.","0","html-button-response","5","9175","0.0-5.0","9535jr60pg","86731","","","","","","","","","","","","","","","",""
"20232","","","survey-text","6","29462","0.0-6.0","9535jr60pg","86731","","","","{""Age"":""20"",""Gender"":""female"",""Race"":""White"",""Languages"":""english\nsome spanish""}","","","","","","","","","","","",""
"2477","<p>Great job!</p> You have completed the consent process and answered the demographic questions.<p> Press the spacebar to continue to the experimental task. </p>","","html-keyboard-response","7","31941","0.0-7.0","9535jr60pg","86731","","32","","","","","","","","","","","","","",""
"17199","<div style='margin-left: auto;margin-right: auto;width: 80%;text-align: left;'>                <p>In this experiment you will be presented with a series of bar graphs with 4 bars. Above each bar you will be provided with a list of 4 words. Your task will be to decide which colored bar best represents each word. Below is an example of a trial will look like. </p> <p> To match a word to a bar on the graph, move your cursor to a label and then click and drag the label to the empty box under the preferred bar. If you drag a label to a non-preferred bar by mistake, you can click on the ‘Reset labels’ button on the upper left region to reset the labels back to the top of the screen. Once you are done labeling each bar press 'Done' to move onto the next bar graph.</p> Press 'Continue' when you are ready to do a practice trial.<br> </p><img src='data/example_trial.png' style='margin-right:auto;margin-left:auto;width:50%;display:block;border:2px solid black;'></img><br></div>","0","html-button-response","8","49141","0.0-8.0","9535jr60pg","86731","","","","","","","","","","","","","","","",""
"20913","","","assignment-inference","9","70058","0.0-9.0","9535jr60pg","86731","","","","","","[""mango"",""blueberry"",""strawberry"",""lemon""]","[""#2e3086"",""#aac510"",""#f7a75a"",""#db1f9d""]","[""blueberry"",""lemon"",""mango"",""strawberry""]","[""blueberry"",""lemon"",""mango"",""strawberry""]","null","null","""practice_trial""","null","[1,1,1,1]","4","null"
