"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","sona_id","success","key_press","value","responses","question_order","label_options","bar_cols","answer_key","label_responses","condition","repetition","category","pal_source","accuracies","total accuracy","order_num"
"886.7000000029802","Welcome to our experiment!<p>At the bottom of this screen, you will see a button that says ""Begin Experiment"".<br>Please only click that button when you are ready to complete the 30 minute experiment in one sitting.</p><p> Once you click that button, it will not be possible to restart the experiment.","0","html-button-response","0","897","0.0-0.0","ld9a1f3xq9","90181","","","","","","","","","","","","","","","",""
"","","","fullscreen","1","2870","0.0-1.0","ld9a1f3xq9","90181","true","","","","","","","","","","","","","","",""
"null","","","html-keyboard-response","2","2884","0.0-2.0","ld9a1f3xq9","90181","","null","","","","","","","","","","","","","",""
"","","","call-function","3","2886","0.0-3.0","ld9a1f3xq9","90181","","","","","","","","","","","","","","","",""
"7524","","","survey-multi-selectMAS","4","10413","0.0-4.0","ld9a1f3xq9","90181","","","","{""Consent"":[""<strong> I consent</strong>""]}","[0]","","","","","","","","","","",""
"2794","Welcome! <p> This experiment involves two parts: demographic information, followed by the experimental task.<p> It will take about 30 minutes to complete both parts.","0","html-button-response","5","13209","0.0-5.0","ld9a1f3xq9","90181","","","","","","","","","","","","","","","",""
"7543","","","survey-text","6","20756","0.0-6.0","ld9a1f3xq9","90181","","","","{""Age"":""19"",""Gender"":""Female"",""Race"":""White"",""Languages"":""English""}","","","","","","","","","","","",""
"2318","<p>Great job!</p> You have completed the consent process and answered the demographic questions.<p> Press the spacebar to continue to the experimental task. </p>","","html-keyboard-response","7","23075","0.0-7.0","ld9a1f3xq9","90181","","32","","","","","","","","","","","","","",""
"4799.5","<div style='margin-left: auto;margin-right: auto;width: 80%;text-align: left;'>                <p>In this experiment you will be presented with a series of bar graphs with 4 bars. Above each bar you will be provided with a list of 4 words. Your task will be to decide which colored bar best represents each word. Below is an example of a trial will look like. </p> <p> To match a word to a bar on the graph, move your cursor to a label and then click and drag the label to the empty box under the preferred bar. If you drag a label to a non-preferred bar by mistake, you can click on the ‘Reset labels’ button on the upper left region to reset the labels back to the top of the screen. Once you are done labeling each bar press 'Done' to move onto the next bar graph.</p> Press 'Continue' when you are ready to do a practice trial.<br> </p><img src='data/example_trial.png' style='margin-right:auto;margin-left:auto;width:50%;display:block;border:2px solid black;'></img><br></div>","0","html-button-response","8","27877","0.0-8.0","ld9a1f3xq9","90181","","","","","","","","","","","","","","","",""
"13651","","","assignment-inference","9","41531","0.0-9.0","ld9a1f3xq9","90181","","","","","","[""strawberry"",""mango"",""lemon"",""blueberry""]","[""#2e3086"",""#aac510"",""#f7a75a"",""#db1f9d""]","[""blueberry"",""lemon"",""mango"",""strawberry""]","[""blueberry"",""lemon"",""mango"",""strawberry""]","null","null","""practice_trial""","null","[1,1,1,1]","4","null"
"995","<div style='margin-left: auto;margin-right: auto;width: 100%;text-align: left;'> Press 'Continue' to start the main experiment trials.</div>","0","html-button-response","10","42528","0.0-10.0","ld9a1f3xq9","90181","","","","","","","","","","","","","","","",""
"9865","","","assignment-inference","11","52395","0.0-11.0","ld9a1f3xq9","90181","","","","","","[""eggplant"",""speed"",""celery"",""efficiency""]","[""#ea1d1d"",""#72005e"",""#608218"",""#b9b9b9""]","[""speed"",""eggplant"",""celery"",""efficiency""]","[""speed"",""eggplant"",""celery"",""efficiency""]","""set2""","0","""3""","""uw_71""","[1,1,1,1]","4","3"
"7177","","","assignment-inference","12","59574","0.0-12.0","ld9a1f3xq9","90181","","","","","","[""working"",""grape"",""banana"",""leisure""]","[""#d5b811"",""#777777"",""#4bcf8e"",""#512d5f""]","[""banana"",""working"",""leisure"",""grape""]","[""banana"",""working"",""leisure"",""grape""]","""set2""","0","""4""","""uw_71""","[1,1,1,1]","4","3"
"17849","","","assignment-inference","13","77425","0.0-13.0","ld9a1f3xq9","90181","","","","","","[""leisure"",""safety"",""comfort"",""working""]","[""#632b14"",""#777777"",""#cd26c7"",""#73cf10""]","[""comfort"",""working"",""leisure"",""safety""]","[""leisure"",""working"",""safety"",""comfort""]","""set2""","0","""2""","""uw_71""","[0,1,0,0]","1","3"
"10484","","","assignment-inference","14","87910","0.0-14.0","ld9a1f3xq9","90181","","","","","","[""grape"",""corn"",""carrot"",""banana""]","[""#d0e942"",""#c7b88b"",""#cc4f1b"",""#600b84""]","[""banana"",""corn"",""carrot"",""grape""]","[""banana"",""corn"",""carrot"",""grape""]","""set2""","0","""0""","""uw_71""","[1,1,1,1]","4","3"
"25622","","","assignment-inference","15","113534","0.0-15.0","ld9a1f3xq9","90181","","","","","","[""driving"",""sleeping"",""speed"",""efficiency""]","[""#c94e4b"",""#000000"",""#d5b811"",""#67cf5c""]","[""speed"",""sleeping"",""driving"",""efficiency""]","[""driving"",""sleeping"",""speed"",""efficiency""]","""set2""","0","""7""","""uw_71""","[0,1,0,1]","2","3"
"8400","","","assignment-inference","16","121936","0.0-16.0","ld9a1f3xq9","90181","","","","","","[""peach"",""cherry"",""driving"",""sleeping""]","[""#e81a4b"",""#000000"",""#d5b811"",""#f7a75a""]","[""cherry"",""sleeping"",""driving"",""peach""]","[""cherry"",""sleeping"",""driving"",""peach""]","""set2""","0","""1""","""uw_71""","[1,1,1,1]","4","3"
"7983","","","assignment-inference","17","129921","0.0-17.0","ld9a1f3xq9","90181","","","","","","[""celery"",""peach"",""cherry"",""eggplant""]","[""#ea1d1d"",""#3518ad"",""#aac510"",""#f7a75a""]","[""cherry"",""eggplant"",""celery"",""peach""]","[""cherry"",""eggplant"",""celery"",""peach""]","""set2""","0","""5""","""uw_71""","[1,1,1,1]","4","3"
"10434","","","assignment-inference","18","140357","0.0-18.0","ld9a1f3xq9","90181","","","","","","[""red"",""yellow"",""green"",""blue""]","[""#fcdb42"",""#2f6ef6"",""#67cf5c"",""#ea1d1d""]","[""yellow"",""blue"",""green"",""red""]","[""yellow"",""blue"",""green"",""red""]","null","0","""catch_trial""","null","[1,1,1,1]","4","null"
