"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","sona_id","success","key_press","value","responses","question_order","label_options","bar_cols","answer_key","label_responses","condition","repetition","category","pal_source","accuracies","total accuracy","order_num"
"1460.5","Welcome to our experiment!<p>At the bottom of this screen, you will see a button that says ""Begin Experiment"".<br>Please only click that button when you are ready to complete the 30 minute experiment in one sitting.</p><p> Once you click that button, it will not be possible to restart the experiment.","0","html-button-response","0","1482","0.0-0.0","08cf6wdlg6","89281","","","","","","","","","","","","","","","",""
"","","","fullscreen","1","3568","0.0-1.0","08cf6wdlg6","89281","true","","","","","","","","","","","","","","",""
"null","","","html-keyboard-response","2","3581","0.0-2.0","08cf6wdlg6","89281","","null","","","","","","","","","","","","","",""
"","","","call-function","3","3582","0.0-3.0","08cf6wdlg6","89281","","","","","","","","","","","","","","","",""
"5041.5","","","survey-multi-selectMAS","4","8627","0.0-4.0","08cf6wdlg6","89281","","","","{""Consent"":[""<strong> I consent</strong>""]}","[0]","","","","","","","","","","",""
"1414.2999999970198","Welcome! <p> This experiment involves two parts: demographic information, followed by the experimental task.<p> It will take about 30 minutes to complete both parts.","0","html-button-response","5","10043","0.0-5.0","08cf6wdlg6","89281","","","","","","","","","","","","","","","",""
"28205.29999999702","","","survey-text","6","38252","0.0-6.0","08cf6wdlg6","89281","","","","{""Age"":""20"",""Gender"":""Female"",""Race"":""Asian"",""Languages"":""English, Chinese, Japanese, French""}","","","","","","","","","","","",""
"5942.60000000149","<p>Great job!</p> You have completed the consent process and answered the demographic questions.<p> Press the spacebar to continue to the experimental task. </p>","","html-keyboard-response","7","44196","0.0-7.0","08cf6wdlg6","89281","","32","","","","","","","","","","","","","",""
"20601.60000000149","<div style='margin-left: auto;margin-right: auto;width: 80%;text-align: left;'>                <p>In this experiment you will be presented with a series of bar graphs with 4 bars. Above each bar you will be provided with a list of 4 words. Your task will be to decide which colored bar best represents each word. Below is an example of a trial will look like. </p> <p> To match a word to a bar on the graph, move your cursor to a label and then click and drag the label to the empty box under the preferred bar. If you drag a label to a non-preferred bar by mistake, you can click on the ‘Reset labels’ button on the upper left region to reset the labels back to the top of the screen. Once you are done labeling each bar press 'Done' to move onto the next bar graph.</p> Press 'Continue' when you are ready to do a practice trial.<br> </p><img src='data/example_trial.png' style='margin-right:auto;margin-left:auto;width:50%;display:block;border:2px solid black;'></img><br></div>","0","html-button-response","8","64799","0.0-8.0","08cf6wdlg6","89281","","","","","","","","","","","","","","","",""
"11687","","","assignment-inference","9","76488","0.0-9.0","08cf6wdlg6","89281","","","","","","[""blueberry"",""strawberry"",""lemon"",""mango""]","[""#2e3086"",""#aac510"",""#f7a75a"",""#db1f9d""]","[""blueberry"",""lemon"",""mango"",""strawberry""]","[""blueberry"",""lemon"",""mango"",""strawberry""]","null","null","""practice_trial""","null","[1,1,1,1]","4","null"
"1050.2000000029802","<div style='margin-left: auto;margin-right: auto;width: 100%;text-align: left;'> Press 'Continue' to start the main experiment trials.</div>","0","html-button-response","10","77540","0.0-10.0","08cf6wdlg6","89281","","","","","","","","","","","","","","","",""
"7656","","","assignment-inference","11","85197","0.0-11.0","08cf6wdlg6","89281","","","","","","[""corn"",""carrot"",""grape"",""banana""]","[""#c7b88b"",""#cc4f1b"",""#600b84"",""#d0e942""]","[""corn"",""carrot"",""grape"",""banana""]","[""corn"",""carrot"",""grape"",""banana""]","""set2""","0","""0""","""uw_71""","[1,1,1,1]","4","0"
"11751","","","assignment-inference","12","96950","0.0-12.0","08cf6wdlg6","89281","","","","","","[""leisure"",""comfort"",""safety"",""working""]","[""#777777"",""#cd26c7"",""#73cf10"",""#632b14""]","[""working"",""leisure"",""safety"",""comfort""]","[""working"",""leisure"",""comfort"",""safety""]","""set2""","0","""2""","""uw_71""","[1,1,0,0]","2","0"
"14111","","","assignment-inference","13","111063","0.0-13.0","08cf6wdlg6","89281","","","","","","[""celery"",""eggplant"",""peach"",""cherry""]","[""#3518ad"",""#aac510"",""#f7a75a"",""#ea1d1d""]","[""eggplant"",""celery"",""peach"",""cherry""]","[""eggplant"",""celery"",""peach"",""cherry""]","""set2""","0","""5""","""uw_71""","[1,1,1,1]","4","0"
"8879","","","assignment-inference","14","119943","0.0-14.0","08cf6wdlg6","89281","","","","","","[""sleeping"",""driving"",""efficiency"",""speed""]","[""#000000"",""#d5b811"",""#67cf5c"",""#c94e4b""]","[""sleeping"",""driving"",""efficiency"",""speed""]","[""sleeping"",""speed"",""efficiency"",""driving""]","""set2""","0","""7""","""uw_71""","[1,0,1,0]","2","0"
"12016","","","assignment-inference","15","131961","0.0-15.0","08cf6wdlg6","89281","","","","","","[""sleeping"",""driving"",""cherry"",""peach""]","[""#000000"",""#d5b811"",""#f7a75a"",""#e81a4b""]","[""sleeping"",""driving"",""peach"",""cherry""]","[""sleeping"",""driving"",""peach"",""cherry""]","""set2""","0","""1""","""uw_71""","[1,1,1,1]","4","0"
"7047","","","assignment-inference","16","139010","0.0-16.0","08cf6wdlg6","89281","","","","","","[""yellow"",""red"",""blue"",""green""]","[""#2f6ef6"",""#67cf5c"",""#ea1d1d"",""#fcdb42""]","[""blue"",""green"",""red"",""yellow""]","[""blue"",""green"",""red"",""yellow""]","null","0","""catch_trial""","null","[1,1,1,1]","4","null"
"10730","","","assignment-inference","17","149742","0.0-17.0","08cf6wdlg6","89281","","","","","","[""banana"",""grape"",""working"",""leisure""]","[""#777777"",""#4bcf8e"",""#512d5f"",""#d5b811""]","[""working"",""leisure"",""grape"",""banana""]","[""working"",""leisure"",""grape"",""banana""]","""set2""","0","""4""","""uw_71""","[1,1,1,1]","4","0"
"11359","","","assignment-inference","18","161103","0.0-18.0","08cf6wdlg6","89281","","","","","","[""eggplant"",""speed"",""celery"",""efficiency""]","[""#72005e"",""#608218"",""#b9b9b9"",""#ea1d1d""]","[""eggplant"",""celery"",""efficiency"",""speed""]","[""celery"",""efficiency"",""eggplant"",""speed""]","""set2""","0","""3""","""uw_71""","[0,0,0,1]","1","0"
"8915","","","assignment-inference","19","170020","0.0-19.0","08cf6wdlg6","89281","","","","","","[""comfort"",""safety"",""carrot"",""corn""]","[""#d5b811"",""#cc4f1b"",""#73cf10"",""#632b14""]","[""corn"",""carrot"",""safety"",""comfort""]","[""corn"",""carrot"",""comfort"",""safety""]","""set2""","0","""6""","""uw_71""","[1,1,0,0]","2","0"
"1348","<div style='margin-left: auto;margin-right: auto;width: 75%;text-align: left;'>Great job! You've completed 13% of the trials! Click 'Continue' when you are ready to keep going. </div>","0","html-button-response","20","171369","0.0-20.0","08cf6wdlg6","89281","","","","","","","","","","","","","","","",""
"9020","","","assignment-inference","21","180391","0.0-21.0","08cf6wdlg6","89281","","","","","","[""celery"",""peach"",""eggplant"",""cherry""]","[""#f7a75a"",""#ea1d1d"",""#3518ad"",""#aac510""]","[""peach"",""cherry"",""eggplant"",""celery""]","[""peach"",""cherry"",""celery"",""eggplant""]","""set2""","1","""5""","""uw_71""","[1,1,0,0]","2","6"
