"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","sona_id","success","key_press","value","responses","question_order","label_options","bar_cols","answer_key","label_responses","condition","repetition","category","pal_source","accuracies","total accuracy","order_num"
"2040.5999999940395","Welcome to our experiment!<p>At the bottom of this screen, you will see a button that says ""Begin Experiment"".<br>Please only click that button when you are ready to complete the 30 minute experiment in one sitting.</p><p> Once you click that button, it will not be possible to restart the experiment.","0","html-button-response","0","2052","0.0-0.0","gc769y64yz","87321","","","","","","","","","","","","","","","",""
"","","","fullscreen","1","6351","0.0-1.0","gc769y64yz","87321","true","","","","","","","","","","","","","","",""
"null","","","html-keyboard-response","2","6364","0.0-2.0","gc769y64yz","87321","","null","","","","","","","","","","","","","",""
"","","","call-function","3","6366","0.0-3.0","gc769y64yz","87321","","","","","","","","","","","","","","","",""
"54431.39999999851","","","survey-multi-selectMAS","4","60801","0.0-4.0","gc769y64yz","87321","","","","{""Consent"":[""<strong> I consent</strong>""]}","[0]","","","","","","","","","","",""
"3105.39999999851","Welcome! <p> This experiment involves two parts: demographic information, followed by the experimental task.<p> It will take about 30 minutes to complete both parts.","0","html-button-response","5","63908","0.0-5.0","gc769y64yz","87321","","","","","","","","","","","","","","","",""
"11062","","","survey-text","6","74976","0.0-6.0","gc769y64yz","87321","","","","{""Age"":""18"",""Gender"":""Male"",""Race"":""White"",""Languages"":""English""}","","","","","","","","","","","",""
"3792.10000000149","<p>Great job!</p> You have completed the consent process and answered the demographic questions.<p> Press the spacebar to continue to the experimental task. </p>","","html-keyboard-response","7","78770","0.0-7.0","gc769y64yz","87321","","32","","","","","","","","","","","","","",""
"18258.29999999702","<div style='margin-left: auto;margin-right: auto;width: 80%;text-align: left;'>                <p>In this experiment you will be presented with a series of bar graphs with 4 bars. Above each bar you will be provided with a list of 4 words. Your task will be to decide which colored bar best represents each word. Below is an example of a trial will look like. </p> <p> To match a word to a bar on the graph, move your cursor to a label and then click and drag the label to the empty box under the preferred bar. If you drag a label to a non-preferred bar by mistake, you can click on the ‘Reset labels’ button on the upper left region to reset the labels back to the top of the screen. Once you are done labeling each bar press 'Done' to move onto the next bar graph.</p> Press 'Continue' when you are ready to do a practice trial.<br> </p><img src='data/example_trial.png' style='margin-right:auto;margin-left:auto;width:50%;display:block;border:2px solid black;'></img><br></div>","0","html-button-response","8","97032","0.0-8.0","gc769y64yz","87321","","","","","","","","","","","","","","","",""
"12584","","","assignment-inference","9","109618","0.0-9.0","gc769y64yz","87321","","","","","","[""mango"",""strawberry"",""lemon"",""blueberry""]","[""#2e3086"",""#aac510"",""#f7a75a"",""#db1f9d""]","[""blueberry"",""lemon"",""mango"",""strawberry""]","[""blueberry"",""lemon"",""mango"",""strawberry""]","null","null","""practice_trial""","null","[1,1,1,1]","4","null"
"2529.10000000149","<div style='margin-left: auto;margin-right: auto;width: 100%;text-align: left;'> Press 'Continue' to start the main experiment trials.</div>","0","html-button-response","10","112149","0.0-10.0","gc769y64yz","87321","","","","","","","","","","","","","","","",""
"8188","","","assignment-inference","11","120339","0.0-11.0","gc769y64yz","87321","","","","","","[""blue"",""green"",""red"",""yellow""]","[""#fcdb42"",""#2f6ef6"",""#67cf5c"",""#ea1d1d""]","[""yellow"",""blue"",""green"",""red""]","[""yellow"",""blue"",""green"",""red""]","null","0","""catch_trial""","null","[1,1,1,1]","4","null"
"14032","","","assignment-inference","12","134373","0.0-12.0","gc769y64yz","87321","","","","","","[""eggplant"",""celery"",""banana"",""grape""]","[""#d5b811"",""#512d5f"",""#96c58c"",""#cd26c7""]","[""banana"",""eggplant"",""celery"",""grape""]","[""banana"",""grape"",""celery"",""eggplant""]","""set1""","0","""13""","""uw_71""","[1,0,1,0]","2","7"
"10475","","","assignment-inference","13","144850","0.0-13.0","gc769y64yz","87321","","","","","","[""comfort"",""celery"",""safety"",""eggplant""]","[""#632b14"",""#600b84"",""#a3c55b"",""#d5b811""]","[""comfort"",""eggplant"",""celery"",""safety""]","[""eggplant"",""comfort"",""celery"",""safety""]","""set1""","0","""11""","""uw_71""","[0,0,1,1]","2","7"
"12957","","","assignment-inference","14","157809","0.0-14.0","gc769y64yz","87321","","","","","","[""comfort"",""driving"",""safety"",""sleeping""]","[""#632b14"",""#000000"",""#ea1d1d"",""#d0e942""]","[""comfort"",""sleeping"",""driving"",""safety""]","[""comfort"",""sleeping"",""driving"",""safety""]","""set1""","0","""15""","""uw_71""","[1,1,1,1]","4","7"
"18118","","","assignment-inference","15","175929","0.0-15.0","gc769y64yz","87321","","","","","","[""cherry"",""leisure"",""peach"",""working""]","[""#ea1d1d"",""#777777"",""#4bcf8e"",""#f1a78a""]","[""cherry"",""working"",""leisure"",""peach""]","[""cherry"",""leisure"",""working"",""peach""]","""set1""","0","""12""","""uw_71""","[1,0,0,1]","2","7"
"9831","","","assignment-inference","16","185761","0.0-16.0","gc769y64yz","87321","","","","","","[""speed"",""corn"",""carrot"",""efficiency""]","[""#ea1d1d"",""#d5b811"",""#ac6619"",""#73f5b0""]","[""speed"",""corn"",""carrot"",""efficiency""]","[""speed"",""corn"",""carrot"",""efficiency""]","""set1""","0","""14""","""uw_71""","[1,1,1,1]","4","7"
"13569","","","assignment-inference","17","199332","0.0-17.0","gc769y64yz","87321","","","","","","[""corn"",""cherry"",""peach"",""carrot""]","[""#e81a4b"",""#d5b811"",""#cc4f1b"",""#f1a78a""]","[""cherry"",""corn"",""carrot"",""peach""]","[""cherry"",""corn"",""carrot"",""peach""]","""set1""","0","""8""","""uw_71""","[1,1,1,1]","4","7"
"8749","","","assignment-inference","18","208083","0.0-18.0","gc769y64yz","87321","","","","","","[""driving"",""grape"",""banana"",""sleeping""]","[""#f7db7c"",""#000000"",""#ea1d1d"",""#72005e""]","[""banana"",""sleeping"",""driving"",""grape""]","[""banana"",""sleeping"",""driving"",""grape""]","""set1""","0","""9""","""uw_71""","[1,1,1,1]","4","7"
"12323","","","assignment-inference","19","220408","0.0-19.0","gc769y64yz","87321","","","","","","[""leisure"",""efficiency"",""working"",""speed""]","[""#ea1d1d"",""#632b14"",""#cd26c7"",""#1c3d61""]","[""speed"",""working"",""leisure"",""efficiency""]","[""speed"",""leisure"",""efficiency"",""working""]","""set1""","0","""10""","""uw_71""","[1,0,0,0]","1","7"
"1870","<div style='margin-left: auto;margin-right: auto;width: 75%;text-align: left;'>Great job! You've completed 13% of the trials! Click 'Continue' when you are ready to keep going. </div>","0","html-button-response","20","222280","0.0-20.0","gc769y64yz","87321","","","","","","","","","","","","","","","",""
"7870","","","assignment-inference","21","230152","0.0-21.0","gc769y64yz","87321","","","","","","[""speed"",""working"",""efficiency"",""leisure""]","[""#1c3d61"",""#ea1d1d"",""#632b14"",""#cd26c7""]","[""efficiency"",""speed"",""working"",""leisure""]","[""leisure"",""speed"",""working"",""efficiency""]","""set1""","1","""10""","""uw_71""","[0,1,1,0]","2","6"
"10474","","","assignment-inference","22","240628","0.0-22.0","gc769y64yz","87321","","","","","","[""grape"",""celery"",""eggplant"",""banana""]","[""#cd26c7"",""#d5b811"",""#512d5f"",""#96c58c""]","[""grape"",""banana"",""eggplant"",""celery""]","[""eggplant"",""banana"",""grape"",""celery""]","""set1""","1","""13""","""uw_71""","[0,1,0,1]","2","6"
"9439","","","assignment-inference","23","250069","0.0-23.0","gc769y64yz","87321","","","","","","[""red"",""yellow"",""green"",""blue""]","[""#ea1d1d"",""#fcdb42"",""#2f6ef6"",""#67cf5c""]","[""red"",""yellow"",""blue"",""green""]","[""red"",""yellow"",""blue"",""green""]","null","1","""catch_trial""","null","[1,1,1,1]","4","null"
"10872","","","assignment-inference","24","260943","0.0-24.0","gc769y64yz","87321","","","","","","[""corn"",""peach"",""carrot"",""cherry""]","[""#f1a78a"",""#e81a4b"",""#d5b811"",""#cc4f1b""]","[""peach"",""cherry"",""corn"",""carrot""]","[""peach"",""cherry"",""corn"",""carrot""]","""set1""","1","""8""","""uw_71""","[1,1,1,1]","4","6"
"8120","","","assignment-inference","25","269066","0.0-25.0","gc769y64yz","87321","","","","","","[""sleeping"",""grape"",""driving"",""banana""]","[""#72005e"",""#f7db7c"",""#000000"",""#ea1d1d""]","[""grape"",""banana"",""sleeping"",""driving""]","[""grape"",""banana"",""sleeping"",""driving""]","""set1""","1","""9""","""uw_71""","[1,1,1,1]","4","6"
"7170","","","assignment-inference","26","276238","0.0-26.0","gc769y64yz","87321","","","","","","[""celery"",""comfort"",""eggplant"",""safety""]","[""#d5b811"",""#632b14"",""#600b84"",""#a3c55b""]","[""safety"",""comfort"",""eggplant"",""celery""]","[""safety"",""comfort"",""eggplant"",""celery""]","""set1""","1","""11""","""uw_71""","[1,1,1,1]","4","6"
"10571","","","assignment-inference","27","286811","0.0-27.0","gc769y64yz","87321","","","","","","[""corn"",""efficiency"",""carrot"",""speed""]","[""#73f5b0"",""#ea1d1d"",""#d5b811"",""#ac6619""]","[""efficiency"",""speed"",""corn"",""carrot""]","[""efficiency"",""speed"",""corn"",""carrot""]","""set1""","1","""14""","""uw_71""","[1,1,1,1]","4","6"
"9781","","","assignment-inference","28","296594","0.0-28.0","gc769y64yz","87321","","","","","","[""comfort"",""sleeping"",""driving"",""safety""]","[""#d0e942"",""#632b14"",""#000000"",""#ea1d1d""]","[""safety"",""comfort"",""sleeping"",""driving""]","[""safety"",""comfort"",""sleeping"",""driving""]","""set1""","1","""15""","""uw_71""","[1,1,1,1]","4","6"
"7780","","","assignment-inference","29","304376","0.0-29.0","gc769y64yz","87321","","","","","","[""cherry"",""leisure"",""working"",""peach""]","[""#f1a78a"",""#ea1d1d"",""#777777"",""#4bcf8e""]","[""peach"",""cherry"",""working"",""leisure""]","[""peach"",""cherry"",""leisure"",""working""]","""set1""","1","""12""","""uw_71""","[1,1,0,0]","2","6"
"21610.19999999553","<div style='margin-left: auto;margin-right: auto;width: 75%;text-align: left;'>Great job! You've completed 25% of the trials! Click 'Continue' when you are ready to keep going. </div>","0","html-button-response","30","325988","0.0-30.0","gc769y64yz","87321","","","","","","","","","","","","","","","",""
"9913","","","assignment-inference","31","335902","0.0-31.0","gc769y64yz","87321","","","","","","[""comfort"",""celery"",""safety"",""eggplant""]","[""#a3c55b"",""#d5b811"",""#632b14"",""#600b84""]","[""celery"",""safety"",""comfort"",""eggplant""]","[""celery"",""safety"",""comfort"",""eggplant""]","""set1""","2","""11""","""uw_71""","[1,1,1,1]","4","1"
"7290","","","assignment-inference","32","343195","0.0-32.0","gc769y64yz","87321","","","","","","[""cherry"",""working"",""peach"",""leisure""]","[""#4bcf8e"",""#f1a78a"",""#ea1d1d"",""#777777""]","[""leisure"",""peach"",""cherry"",""working""]","[""working"",""peach"",""cherry"",""leisure""]","""set1""","2","""12""","""uw_71""","[0,1,1,0]","2","1"
"8383","","","assignment-inference","33","351580","0.0-33.0","gc769y64yz","87321","","","","","","[""celery"",""eggplant"",""grape"",""banana""]","[""#96c58c"",""#cd26c7"",""#d5b811"",""#512d5f""]","[""celery"",""grape"",""banana"",""eggplant""]","[""celery"",""eggplant"",""banana"",""grape""]","""set1""","2","""13""","""uw_71""","[1,0,1,0]","2","1"
"7176","","","assignment-inference","34","358758","0.0-34.0","gc769y64yz","87321","","","","","","[""sleeping"",""driving"",""safety"",""comfort""]","[""#ea1d1d"",""#d0e942"",""#632b14"",""#000000""]","[""driving"",""safety"",""comfort"",""sleeping""]","[""driving"",""safety"",""comfort"",""sleeping""]","""set1""","2","""15""","""uw_71""","[1,1,1,1]","4","1"
"8814","","","assignment-inference","35","367574","0.0-35.0","gc769y64yz","87321","","","","","","[""efficiency"",""speed"",""working"",""leisure""]","[""#cd26c7"",""#1c3d61"",""#ea1d1d"",""#632b14""]","[""leisure"",""efficiency"",""speed"",""working""]","[""efficiency"",""working"",""speed"",""leisure""]","""set1""","2","""10""","""uw_71""","[0,0,1,0]","1","1"
"7064","","","assignment-inference","36","374639","0.0-36.0","gc769y64yz","87321","","","","","","[""corn"",""carrot"",""efficiency"",""speed""]","[""#ac6619"",""#73f5b0"",""#ea1d1d"",""#d5b811""]","[""carrot"",""efficiency"",""speed"",""corn""]","[""carrot"",""efficiency"",""speed"",""corn""]","""set1""","2","""14""","""uw_71""","[1,1,1,1]","4","1"
"8642","","","assignment-inference","37","383283","0.0-37.0","gc769y64yz","87321","","","","","","[""carrot"",""cherry"",""corn"",""peach""]","[""#cc4f1b"",""#f1a78a"",""#e81a4b"",""#d5b811""]","[""carrot"",""peach"",""cherry"",""corn""]","[""carrot"",""peach"",""cherry"",""corn""]","""set1""","2","""8""","""uw_71""","[1,1,1,1]","4","1"
"6869","","","assignment-inference","38","390153","0.0-38.0","gc769y64yz","87321","","","","","","[""blue"",""yellow"",""red"",""green""]","[""#67cf5c"",""#ea1d1d"",""#fcdb42"",""#2f6ef6""]","[""green"",""red"",""yellow"",""blue""]","[""green"",""red"",""yellow"",""blue""]","null","2","""catch_trial""","null","[1,1,1,1]","4","null"
"7469","","","assignment-inference","39","397625","0.0-39.0","gc769y64yz","87321","","","","","","[""grape"",""sleeping"",""banana"",""driving""]","[""#ea1d1d"",""#72005e"",""#f7db7c"",""#000000""]","[""driving"",""grape"",""banana"",""sleeping""]","[""driving"",""grape"",""banana"",""sleeping""]","""set1""","2","""9""","""uw_71""","[1,1,1,1]","4","1"
"973.5","<div style='margin-left: auto;margin-right: auto;width: 75%;text-align: left;'>Great job! You've completed 38% of the trials! Click 'Continue' when you are ready to keep going. </div>","0","html-button-response","40","398601","0.0-40.0","gc769y64yz","87321","","","","","","","","","","","","","","","",""
"8749","","","assignment-inference","41","407351","0.0-41.0","gc769y64yz","87321","","","","","","[""yellow"",""green"",""blue"",""red""]","[""#2f6ef6"",""#67cf5c"",""#ea1d1d"",""#fcdb42""]","[""blue"",""green"",""red"",""yellow""]","[""blue"",""green"",""red"",""yellow""]","null","3","""catch_trial""","null","[1,1,1,1]","4","null"
"7560","","","assignment-inference","42","414913","0.0-42.0","gc769y64yz","87321","","","","","","[""cherry"",""peach"",""carrot"",""corn""]","[""#d5b811"",""#cc4f1b"",""#f1a78a"",""#e81a4b""]","[""corn"",""carrot"",""peach"",""cherry""]","[""corn"",""carrot"",""peach"",""cherry""]","""set1""","3","""8""","""uw_71""","[1,1,1,1]","4","4"
"8176","","","assignment-inference","43","423091","0.0-43.0","gc769y64yz","87321","","","","","","[""eggplant"",""celery"",""grape"",""banana""]","[""#512d5f"",""#96c58c"",""#cd26c7"",""#d5b811""]","[""eggplant"",""celery"",""grape"",""banana""]","[""grape"",""celery"",""eggplant"",""banana""]","""set1""","3","""13""","""uw_71""","[0,1,0,1]","2","4"
"8661","","","assignment-inference","44","431753","0.0-44.0","gc769y64yz","87321","","","","","","[""sleeping"",""comfort"",""driving"",""safety""]","[""#000000"",""#ea1d1d"",""#d0e942"",""#632b14""]","[""sleeping"",""driving"",""safety"",""comfort""]","[""sleeping"",""driving"",""safety"",""comfort""]","""set1""","3","""15""","""uw_71""","[1,1,1,1]","4","4"
"8203","","","assignment-inference","45","439957","0.0-45.0","gc769y64yz","87321","","","","","","[""cherry"",""working"",""peach"",""leisure""]","[""#777777"",""#4bcf8e"",""#f1a78a"",""#ea1d1d""]","[""working"",""leisure"",""peach"",""cherry""]","[""leisure"",""working"",""peach"",""cherry""]","""set1""","3","""12""","""uw_71""","[0,0,1,1]","2","4"
"8080","","","assignment-inference","46","448038","0.0-46.0","gc769y64yz","87321","","","","","","[""driving"",""banana"",""grape"",""sleeping""]","[""#000000"",""#ea1d1d"",""#72005e"",""#f7db7c""]","[""sleeping"",""driving"",""grape"",""banana""]","[""sleeping"",""driving"",""grape"",""banana""]","""set1""","3","""9""","""uw_71""","[1,1,1,1]","4","4"
