"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","sona_id","success","key_press","value","responses","question_order","label_options","bar_cols","answer_key","label_responses","condition","repetition","category","pal_source","accuracies","total accuracy","order_num"
"3497.9000000953674","Welcome to our experiment!<p>At the bottom of this screen, you will see a button that says ""Begin Experiment"".<br>Please only click that button when you are ready to complete the 30 minute experiment in one sitting.</p><p> Once you click that button, it will not be possible to restart the experiment.","0","html-button-response","0","3513","0.0-0.0","7esup6rpvg","88323","","","","","","","","","","","","","","","",""
"","","","fullscreen","1","5746","0.0-1.0","7esup6rpvg","88323","true","","","","","","","","","","","","","","",""
"null","","","html-keyboard-response","2","5760","0.0-2.0","7esup6rpvg","88323","","null","","","","","","","","","","","","","",""
"","","","call-function","3","5762","0.0-3.0","7esup6rpvg","88323","","","","","","","","","","","","","","","",""
"8081.099999904633","","","survey-multi-selectMAS","4","13846","0.0-4.0","7esup6rpvg","88323","","","","{""Consent"":[""<strong> I consent</strong>""]}","[0]","","","","","","","","","","",""
"1479.4000000953674","Welcome! <p> This experiment involves two parts: demographic information, followed by the experimental task.<p> It will take about 30 minutes to complete both parts.","0","html-button-response","5","15328","0.0-5.0","7esup6rpvg","88323","","","","","","","","","","","","","","","",""
"8749.5","","","survey-text","6","24081","0.0-6.0","7esup6rpvg","88323","","","","{""Age"":""18"",""Gender"":""Female"",""Race"":""White"",""Languages"":""English""}","","","","","","","","","","","",""
"2123","<p>Great job!</p> You have completed the consent process and answered the demographic questions.<p> Press the spacebar to continue to the experimental task. </p>","","html-keyboard-response","7","26206","0.0-7.0","7esup6rpvg","88323","","32","","","","","","","","","","","","","",""
"4770.599999904633","<div style='margin-left: auto;margin-right: auto;width: 80%;text-align: left;'>                <p>In this experiment you will be presented with a series of bar graphs with 4 bars. Above each bar you will be provided with a list of 4 words. Your task will be to decide which colored bar best represents each word. Below is an example of a trial will look like. </p> <p> To match a word to a bar on the graph, move your cursor to a label and then click and drag the label to the empty box under the preferred bar. If you drag a label to a non-preferred bar by mistake, you can click on the ‘Reset labels’ button on the upper left region to reset the labels back to the top of the screen. Once you are done labeling each bar press 'Done' to move onto the next bar graph.</p> Press 'Continue' when you are ready to do a practice trial.<br> </p><img src='data/example_trial.png' style='margin-right:auto;margin-left:auto;width:50%;display:block;border:2px solid black;'></img><br></div>","0","html-button-response","8","30978","0.0-8.0","7esup6rpvg","88323","","","","","","","","","","","","","","","",""
"13014","","","assignment-inference","9","43995","0.0-9.0","7esup6rpvg","88323","","","","","","[""mango"",""blueberry"",""strawberry"",""lemon""]","[""#2e3086"",""#aac510"",""#f7a75a"",""#db1f9d""]","[""blueberry"",""lemon"",""mango"",""strawberry""]","[""blueberry"",""lemon"",""mango"",""strawberry""]","null","null","""practice_trial""","null","[1,1,1,1]","4","null"
"996.4000000953674","<div style='margin-left: auto;margin-right: auto;width: 100%;text-align: left;'> Press 'Continue' to start the main experiment trials.</div>","0","html-button-response","10","44993","0.0-10.0","7esup6rpvg","88323","","","","","","","","","","","","","","","",""
"8882","","","assignment-inference","11","53877","0.0-11.0","7esup6rpvg","88323","","","","","","[""grape"",""banana"",""carrot"",""corn""]","[""#d0e942"",""#c7b88b"",""#cc4f1b"",""#600b84""]","[""banana"",""corn"",""carrot"",""grape""]","[""corn"",""banana"",""carrot"",""grape""]","""set2""","0","""0""","""uw_71""","[0,0,1,1]","2","7"
"21599","","","assignment-inference","12","75478","0.0-12.0","7esup6rpvg","88323","","","","","","[""efficiency"",""driving"",""speed"",""sleeping""]","[""#c94e4b"",""#000000"",""#d5b811"",""#67cf5c""]","[""speed"",""sleeping"",""driving"",""efficiency""]","[""speed"",""driving"",""sleeping"",""efficiency""]","""set2""","0","""7""","""uw_71""","[1,0,0,1]","2","7"
"90930","","","assignment-inference","13","166411","0.0-13.0","7esup6rpvg","88323","","","","","","[""comfort"",""leisure"",""safety"",""working""]","[""#632b14"",""#777777"",""#cd26c7"",""#73cf10""]","[""comfort"",""working"",""leisure"",""safety""]","[""comfort"",""working"",""leisure"",""safety""]","""set2""","0","""2""","""uw_71""","[1,1,1,1]","4","7"
"9699","","","assignment-inference","14","176112","0.0-14.0","7esup6rpvg","88323","","","","","","[""red"",""blue"",""green"",""yellow""]","[""#fcdb42"",""#2f6ef6"",""#67cf5c"",""#ea1d1d""]","[""yellow"",""blue"",""green"",""red""]","[""yellow"",""blue"",""green"",""red""]","null","0","""catch_trial""","null","[1,1,1,1]","4","null"
"11464","","","assignment-inference","15","187578","0.0-15.0","7esup6rpvg","88323","","","","","","[""cherry"",""celery"",""eggplant"",""peach""]","[""#ea1d1d"",""#3518ad"",""#aac510"",""#f7a75a""]","[""cherry"",""eggplant"",""celery"",""peach""]","[""cherry"",""eggplant"",""celery"",""peach""]","""set2""","0","""5""","""uw_71""","[1,1,1,1]","4","7"
"11865","","","assignment-inference","16","199445","0.0-16.0","7esup6rpvg","88323","","","","","","[""peach"",""cherry"",""driving"",""sleeping""]","[""#e81a4b"",""#000000"",""#d5b811"",""#f7a75a""]","[""cherry"",""sleeping"",""driving"",""peach""]","[""cherry"",""driving"",""sleeping"",""peach""]","""set2""","0","""1""","""uw_71""","[1,0,0,1]","2","7"
"10565","","","assignment-inference","17","210012","0.0-17.0","7esup6rpvg","88323","","","","","","[""leisure"",""grape"",""banana"",""working""]","[""#d5b811"",""#777777"",""#4bcf8e"",""#512d5f""]","[""banana"",""working"",""leisure"",""grape""]","[""banana"",""working"",""leisure"",""grape""]","""set2""","0","""4""","""uw_71""","[1,1,1,1]","4","7"
"11747","","","assignment-inference","18","221761","0.0-18.0","7esup6rpvg","88323","","","","","","[""eggplant"",""celery"",""efficiency"",""speed""]","[""#ea1d1d"",""#72005e"",""#608218"",""#b9b9b9""]","[""speed"",""eggplant"",""celery"",""efficiency""]","[""speed"",""eggplant"",""celery"",""efficiency""]","""set2""","0","""3""","""uw_71""","[1,1,1,1]","4","7"
"8357","","","assignment-inference","19","230121","0.0-19.0","7esup6rpvg","88323","","","","","","[""comfort"",""carrot"",""safety"",""corn""]","[""#632b14"",""#d5b811"",""#cc4f1b"",""#73cf10""]","[""comfort"",""corn"",""carrot"",""safety""]","[""comfort"",""corn"",""carrot"",""safety""]","""set2""","0","""6""","""uw_71""","[1,1,1,1]","4","7"
"27183.699999809265","<div style='margin-left: auto;margin-right: auto;width: 75%;text-align: left;'>Great job! You've completed 13% of the trials! Click 'Continue' when you are ready to keep going. </div>","0","html-button-response","20","257304","0.0-20.0","7esup6rpvg","88323","","","","","","","","","","","","","","","",""
"10448","","","assignment-inference","21","267754","0.0-21.0","7esup6rpvg","88323","","","","","","[""driving"",""cherry"",""peach"",""sleeping""]","[""#d5b811"",""#f7a75a"",""#e81a4b"",""#000000""]","[""driving"",""peach"",""cherry"",""sleeping""]","[""sleeping"",""peach"",""cherry"",""driving""]","""set2""","1","""1""","""uw_71""","[0,1,1,0]","2","5"
"8347","","","assignment-inference","22","276103","0.0-22.0","7esup6rpvg","88323","","","","","","[""green"",""red"",""blue"",""yellow""]","[""#67cf5c"",""#ea1d1d"",""#fcdb42"",""#2f6ef6""]","[""green"",""red"",""yellow"",""blue""]","[""green"",""red"",""yellow"",""blue""]","null","1","""catch_trial""","null","[1,1,1,1]","4","null"
"8997","","","assignment-inference","23","285103","0.0-23.0","7esup6rpvg","88323","","","","","","[""safety"",""carrot"",""comfort"",""corn""]","[""#cc4f1b"",""#73cf10"",""#632b14"",""#d5b811""]","[""carrot"",""safety"",""comfort"",""corn""]","[""carrot"",""safety"",""comfort"",""corn""]","""set2""","1","""6""","""uw_71""","[1,1,1,1]","4","5"
"14296","","","assignment-inference","24","299402","0.0-24.0","7esup6rpvg","88323","","","","","","[""sleeping"",""efficiency"",""driving"",""speed""]","[""#d5b811"",""#67cf5c"",""#c94e4b"",""#000000""]","[""driving"",""efficiency"",""speed"",""sleeping""]","[""sleeping"",""efficiency"",""speed"",""driving""]","""set2""","1","""7""","""uw_71""","[0,1,1,0]","2","5"
"12049","","","assignment-inference","25","311452","0.0-25.0","7esup6rpvg","88323","","","","","","[""leisure"",""working"",""comfort"",""safety""]","[""#cd26c7"",""#73cf10"",""#632b14"",""#777777""]","[""leisure"",""safety"",""comfort"",""working""]","[""leisure"",""safety"",""comfort"",""working""]","""set2""","1","""2""","""uw_71""","[1,1,1,1]","4","5"
"9832","","","assignment-inference","26","321287","0.0-26.0","7esup6rpvg","88323","","","","","","[""eggplant"",""speed"",""celery"",""efficiency""]","[""#608218"",""#b9b9b9"",""#ea1d1d"",""#72005e""]","[""celery"",""efficiency"",""speed"",""eggplant""]","[""celery"",""efficiency"",""speed"",""eggplant""]","""set2""","1","""3""","""uw_71""","[1,1,1,1]","4","5"
"12497","","","assignment-inference","27","333786","0.0-27.0","7esup6rpvg","88323","","","","","","[""banana"",""grape"",""leisure"",""working""]","[""#4bcf8e"",""#512d5f"",""#d5b811"",""#777777""]","[""leisure"",""grape"",""banana"",""working""]","[""leisure"",""grape"",""banana"",""working""]","""set2""","1","""4""","""uw_71""","[1,1,1,1]","4","5"
"12265","","","assignment-inference","28","346053","0.0-28.0","7esup6rpvg","88323","","","","","","[""celery"",""peach"",""cherry"",""eggplant""]","[""#aac510"",""#f7a75a"",""#ea1d1d"",""#3518ad""]","[""celery"",""peach"",""cherry"",""eggplant""]","[""celery"",""peach"",""cherry"",""eggplant""]","""set2""","1","""5""","""uw_71""","[1,1,1,1]","4","5"
"8766","","","assignment-inference","29","354821","0.0-29.0","7esup6rpvg","88323","","","","","","[""banana"",""grape"",""corn"",""carrot""]","[""#cc4f1b"",""#600b84"",""#d0e942"",""#c7b88b""]","[""carrot"",""grape"",""banana"",""corn""]","[""carrot"",""grape"",""corn"",""banana""]","""set2""","1","""0""","""uw_71""","[1,1,0,0]","2","5"
"962.5999999046326","<div style='margin-left: auto;margin-right: auto;width: 75%;text-align: left;'>Great job! You've completed 25% of the trials! Click 'Continue' when you are ready to keep going. </div>","0","html-button-response","30","355786","0.0-30.0","7esup6rpvg","88323","","","","","","","","","","","","","","","",""
"9616","","","assignment-inference","31","365404","0.0-31.0","7esup6rpvg","88323","","","","","","[""grape"",""corn"",""banana"",""carrot""]","[""#d0e942"",""#c7b88b"",""#cc4f1b"",""#600b84""]","[""banana"",""corn"",""carrot"",""grape""]","[""corn"",""banana"",""carrot"",""grape""]","""set2""","2","""0""","""uw_71""","[0,0,1,1]","2","3"
"9897","","","assignment-inference","32","375303","0.0-32.0","7esup6rpvg","88323","","","","","","[""eggplant"",""cherry"",""celery"",""peach""]","[""#ea1d1d"",""#3518ad"",""#aac510"",""#f7a75a""]","[""cherry"",""eggplant"",""celery"",""peach""]","[""cherry"",""eggplant"",""celery"",""peach""]","""set2""","2","""5""","""uw_71""","[1,1,1,1]","4","3"
