"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","sona_id","success","key_press","value","responses","question_order","label_options","bar_cols","answer_key","label_responses","condition","repetition","category","pal_source","accuracies","total accuracy","order_num"
"1533.1000000238419","Welcome to our experiment!<p>At the bottom of this screen, you will see a button that says ""Begin Experiment"".<br>Please only click that button when you are ready to complete the 30 minute experiment in one sitting.</p><p> Once you click that button, it will not be possible to restart the experiment.","0","html-button-response","0","1545","0.0-0.0","2fggp7tcb2","88418","","","","","","","","","","","","","","","",""
"","","","fullscreen","1","4236","0.0-1.0","2fggp7tcb2","88418","true","","","","","","","","","","","","","","",""
"null","","","html-keyboard-response","2","4250","0.0-2.0","2fggp7tcb2","88418","","null","","","","","","","","","","","","","",""
"","","","call-function","3","4253","0.0-3.0","2fggp7tcb2","88418","","","","","","","","","","","","","","","",""
"15827.400000035763","","","survey-multi-selectMAS","4","20086","0.0-4.0","2fggp7tcb2","88418","","","","{""Consent"":[""<strong> I consent</strong>""]}","[0]","","","","","","","","","","",""
"4088.600000023842","Welcome! <p> This experiment involves two parts: demographic information, followed by the experimental task.<p> It will take about 30 minutes to complete both parts.","0","html-button-response","5","24178","0.0-5.0","2fggp7tcb2","88418","","","","","","","","","","","","","","","",""
"17386.600000023842","","","survey-text","6","41572","0.0-6.0","2fggp7tcb2","88418","","","","{""Age"":""18"",""Gender"":""male"",""Race"":""white"",""Languages"":""English, Spanish""}","","","","","","","","","","","",""
"2143.800000011921","<p>Great job!</p> You have completed the consent process and answered the demographic questions.<p> Press the spacebar to continue to the experimental task. </p>","","html-keyboard-response","7","43718","0.0-7.0","2fggp7tcb2","88418","","32","","","","","","","","","","","","","",""
"58891.39999997616","<div style='margin-left: auto;margin-right: auto;width: 80%;text-align: left;'>                <p>In this experiment you will be presented with a series of bar graphs with 4 bars. Above each bar you will be provided with a list of 4 words. Your task will be to decide which colored bar best represents each word. Below is an example of a trial will look like. </p> <p> To match a word to a bar on the graph, move your cursor to a label and then click and drag the label to the empty box under the preferred bar. If you drag a label to a non-preferred bar by mistake, you can click on the ‘Reset labels’ button on the upper left region to reset the labels back to the top of the screen. Once you are done labeling each bar press 'Done' to move onto the next bar graph.</p> Press 'Continue' when you are ready to do a practice trial.<br> </p><img src='data/example_trial.png' style='margin-right:auto;margin-left:auto;width:50%;display:block;border:2px solid black;'></img><br></div>","0","html-button-response","8","102612","0.0-8.0","2fggp7tcb2","88418","","","","","","","","","","","","","","","",""
"26584","","","assignment-inference","9","129201","0.0-9.0","2fggp7tcb2","88418","","","","","","[""lemon"",""mango"",""blueberry"",""strawberry""]","[""#2e3086"",""#aac510"",""#f7a75a"",""#db1f9d""]","[""blueberry"",""lemon"",""mango"",""strawberry""]","[""blueberry"",""lemon"",""mango"",""strawberry""]","null","null","""practice_trial""","null","[1,1,1,1]","4","null"
"1089.300000011921","<div style='margin-left: auto;margin-right: auto;width: 100%;text-align: left;'> Press 'Continue' to start the main experiment trials.</div>","0","html-button-response","10","130294","0.0-10.0","2fggp7tcb2","88418","","","","","","","","","","","","","","","",""
"16412","","","assignment-inference","11","146709","0.0-11.0","2fggp7tcb2","88418","","","","","","[""efficiency"",""leisure"",""speed"",""working""]","[""#1c3d61"",""#ea1d1d"",""#632b14"",""#cd26c7""]","[""efficiency"",""speed"",""working"",""leisure""]","[""efficiency"",""speed"",""working"",""leisure""]","""set1""","0","""10""","""uw_71""","[1,1,1,1]","4","6"
"13735","","","assignment-inference","12","160449","0.0-12.0","2fggp7tcb2","88418","","","","","","[""speed"",""corn"",""efficiency"",""carrot""]","[""#73f5b0"",""#ea1d1d"",""#d5b811"",""#ac6619""]","[""efficiency"",""speed"",""corn"",""carrot""]","[""efficiency"",""speed"",""corn"",""carrot""]","""set1""","0","""14""","""uw_71""","[1,1,1,1]","4","6"
"11136","","","assignment-inference","13","171588","0.0-13.0","2fggp7tcb2","88418","","","","","","[""green"",""blue"",""red"",""yellow""]","[""#ea1d1d"",""#fcdb42"",""#2f6ef6"",""#67cf5c""]","[""red"",""yellow"",""blue"",""green""]","[""red"",""yellow"",""blue"",""green""]","null","0","""catch_trial""","null","[1,1,1,1]","4","null"
"13194","","","assignment-inference","14","184785","0.0-14.0","2fggp7tcb2","88418","","","","","","[""safety"",""celery"",""eggplant"",""comfort""]","[""#d5b811"",""#632b14"",""#600b84"",""#a3c55b""]","[""safety"",""comfort"",""eggplant"",""celery""]","[""safety"",""comfort"",""eggplant"",""celery""]","""set1""","0","""11""","""uw_71""","[1,1,1,1]","4","6"
"16021","","","assignment-inference","15","200809","0.0-15.0","2fggp7tcb2","88418","","","","","","[""banana"",""driving"",""grape"",""sleeping""]","[""#72005e"",""#f7db7c"",""#000000"",""#ea1d1d""]","[""grape"",""banana"",""sleeping"",""driving""]","[""grape"",""banana"",""sleeping"",""driving""]","""set1""","0","""9""","""uw_71""","[1,1,1,1]","4","6"
"12649","","","assignment-inference","16","213462","0.0-16.0","2fggp7tcb2","88418","","","","","","[""cherry"",""carrot"",""corn"",""peach""]","[""#f1a78a"",""#e81a4b"",""#d5b811"",""#cc4f1b""]","[""peach"",""cherry"",""corn"",""carrot""]","[""peach"",""cherry"",""corn"",""carrot""]","""set1""","0","""8""","""uw_71""","[1,1,1,1]","4","6"
"14761","","","assignment-inference","17","228226","0.0-17.0","2fggp7tcb2","88418","","","","","","[""leisure"",""peach"",""cherry"",""working""]","[""#f1a78a"",""#ea1d1d"",""#777777"",""#4bcf8e""]","[""peach"",""cherry"",""working"",""leisure""]","[""peach"",""cherry"",""working"",""leisure""]","""set1""","0","""12""","""uw_71""","[1,1,1,1]","4","6"
