"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","sona_id","success","key_press","value","responses","question_order","label_options","bar_cols","answer_key","label_responses","condition","repetition","category","pal_source","accuracies","total accuracy","order_num"
"4564.5","Welcome to our experiment!<p>At the bottom of this screen, you will see a button that says ""Begin Experiment"".<br>Please only click that button when you are ready to complete the 30 minute experiment in one sitting.</p><p> Once you click that button, it will not be possible to restart the experiment.","0","html-button-response","0","4651","0.0-0.0","q3ggppojnx","87367","","","","","","","","","","","","","","","",""
"","","","fullscreen","1","15463","0.0-1.0","q3ggppojnx","87367","true","","","","","","","","","","","","","","",""
"null","","","html-keyboard-response","2","15483","0.0-2.0","q3ggppojnx","87367","","null","","","","","","","","","","","","","",""
"","","","call-function","3","15494","0.0-3.0","q3ggppojnx","87367","","","","","","","","","","","","","","","",""
"5170.800000011921","","","survey-multi-selectMAS","4","20680","0.0-4.0","q3ggppojnx","87367","","","","{""Consent"":[""<strong> I consent</strong>""]}","[0]","","","","","","","","","","",""
"4367.100000023842","Welcome! <p> This experiment involves two parts: demographic information, followed by the experimental task.<p> It will take about 30 minutes to complete both parts.","0","html-button-response","5","25061","0.0-5.0","q3ggppojnx","87367","","","","","","","","","","","","","","","",""
"16939.799999952316","","","survey-text","6","42035","0.0-6.0","q3ggppojnx","87367","","","","{""Age"":""18"",""Gender"":""Female"",""Race"":""White"",""Languages"":""English \nGerman""}","","","","","","","","","","","",""
"1853.300000011921","<p>Great job!</p> You have completed the consent process and answered the demographic questions.<p> Press the spacebar to continue to the experimental task. </p>","","html-keyboard-response","7","43894","0.0-7.0","q3ggppojnx","87367","","32","","","","","","","","","","","","","",""
"43637.5","<div style='margin-left: auto;margin-right: auto;width: 80%;text-align: left;'>                <p>In this experiment you will be presented with a series of bar graphs with 4 bars. Above each bar you will be provided with a list of 4 words. Your task will be to decide which colored bar best represents each word. Below is an example of a trial will look like. </p> <p> To match a word to a bar on the graph, move your cursor to a label and then click and drag the label to the empty box under the preferred bar. If you drag a label to a non-preferred bar by mistake, you can click on the ‘Reset labels’ button on the upper left region to reset the labels back to the top of the screen. Once you are done labeling each bar press 'Done' to move onto the next bar graph.</p> Press 'Continue' when you are ready to do a practice trial.<br> </p><img src='data/example_trial.png' style='margin-right:auto;margin-left:auto;width:50%;display:block;border:2px solid black;'></img><br></div>","0","html-button-response","8","87544","0.0-8.0","q3ggppojnx","87367","","","","","","","","","","","","","","","",""
"16904","","","assignment-inference","9","104470","0.0-9.0","q3ggppojnx","87367","","","","","","[""lemon"",""blueberry"",""mango"",""strawberry""]","[""#2e3086"",""#aac510"",""#f7a75a"",""#db1f9d""]","[""blueberry"",""lemon"",""mango"",""strawberry""]","[""blueberry"",""lemon"",""mango"",""strawberry""]","null","null","""practice_trial""","null","[1,1,1,1]","4","null"
"1101.5999999642372","<div style='margin-left: auto;margin-right: auto;width: 100%;text-align: left;'> Press 'Continue' to start the main experiment trials.</div>","0","html-button-response","10","105579","0.0-10.0","q3ggppojnx","87367","","","","","","","","","","","","","","","",""
"12511","","","assignment-inference","11","118098","0.0-11.0","q3ggppojnx","87367","","","","","","[""eggplant"",""celery"",""banana"",""grape""]","[""#512d5f"",""#96c58c"",""#cd26c7"",""#d5b811""]","[""eggplant"",""celery"",""grape"",""banana""]","[""eggplant"",""celery"",""grape"",""banana""]","""set1""","0","""13""","""uw_71""","[1,1,1,1]","4","0"
"13842","","","assignment-inference","12","131950","0.0-12.0","q3ggppojnx","87367","","","","","","[""cherry"",""working"",""peach"",""leisure""]","[""#777777"",""#4bcf8e"",""#f1a78a"",""#ea1d1d""]","[""working"",""leisure"",""peach"",""cherry""]","[""working"",""leisure"",""peach"",""cherry""]","""set1""","0","""12""","""uw_71""","[1,1,1,1]","4","0"
"11785","","","assignment-inference","13","143747","0.0-13.0","q3ggppojnx","87367","","","","","","[""cherry"",""corn"",""carrot"",""peach""]","[""#d5b811"",""#cc4f1b"",""#f1a78a"",""#e81a4b""]","[""corn"",""carrot"",""peach"",""cherry""]","[""corn"",""carrot"",""peach"",""cherry""]","""set1""","0","""8""","""uw_71""","[1,1,1,1]","4","0"
"20101","","","assignment-inference","14","163858","0.0-14.0","q3ggppojnx","87367","","","","","","[""leisure"",""speed"",""working"",""efficiency""]","[""#632b14"",""#cd26c7"",""#1c3d61"",""#ea1d1d""]","[""working"",""leisure"",""efficiency"",""speed""]","[""working"",""efficiency"",""leisure"",""speed""]","""set1""","0","""10""","""uw_71""","[1,0,0,1]","2","0"
"11317","","","assignment-inference","15","175187","0.0-15.0","q3ggppojnx","87367","","","","","","[""red"",""blue"",""yellow"",""green""]","[""#2f6ef6"",""#67cf5c"",""#ea1d1d"",""#fcdb42""]","[""blue"",""green"",""red"",""yellow""]","[""blue"",""green"",""red"",""yellow""]","null","0","""catch_trial""","null","[1,1,1,1]","4","null"
"18256","","","assignment-inference","16","193452","0.0-16.0","q3ggppojnx","87367","","","","","","[""celery"",""eggplant"",""safety"",""comfort""]","[""#600b84"",""#a3c55b"",""#d5b811"",""#632b14""]","[""eggplant"",""celery"",""safety"",""comfort""]","[""eggplant"",""celery"",""safety"",""comfort""]","""set1""","0","""11""","""uw_71""","[1,1,1,1]","4","0"
"10878","","","assignment-inference","17","204340","0.0-17.0","q3ggppojnx","87367","","","","","","[""corn"",""carrot"",""efficiency"",""speed""]","[""#d5b811"",""#ac6619"",""#73f5b0"",""#ea1d1d""]","[""corn"",""carrot"",""efficiency"",""speed""]","[""corn"",""carrot"",""efficiency"",""speed""]","""set1""","0","""14""","""uw_71""","[1,1,1,1]","4","0"
"11891","","","assignment-inference","18","216252","0.0-18.0","q3ggppojnx","87367","","","","","","[""driving"",""grape"",""sleeping"",""banana""]","[""#000000"",""#ea1d1d"",""#72005e"",""#f7db7c""]","[""sleeping"",""driving"",""grape"",""banana""]","[""sleeping"",""driving"",""grape"",""banana""]","""set1""","0","""9""","""uw_71""","[1,1,1,1]","4","0"
"12435","","","assignment-inference","19","228693","0.0-19.0","q3ggppojnx","87367","","","","","","[""driving"",""comfort"",""safety"",""sleeping""]","[""#000000"",""#ea1d1d"",""#d0e942"",""#632b14""]","[""sleeping"",""driving"",""safety"",""comfort""]","[""sleeping"",""driving"",""safety"",""comfort""]","""set1""","0","""15""","""uw_71""","[1,1,1,1]","4","0"
"1636.3999999761581","<div style='margin-left: auto;margin-right: auto;width: 75%;text-align: left;'>Great job! You've completed 13% of the trials! Click 'Continue' when you are ready to keep going. </div>","0","html-button-response","20","230339","0.0-20.0","q3ggppojnx","87367","","","","","","","","","","","","","","","",""
"9396","","","assignment-inference","21","239751","0.0-21.0","q3ggppojnx","87367","","","","","","[""working"",""peach"",""cherry"",""leisure""]","[""#f1a78a"",""#ea1d1d"",""#777777"",""#4bcf8e""]","[""peach"",""cherry"",""working"",""leisure""]","[""peach"",""cherry"",""working"",""leisure""]","""set1""","1","""12""","""uw_71""","[1,1,1,1]","4","2"
"10426","","","assignment-inference","22","250189","0.0-22.0","q3ggppojnx","87367","","","","","","[""green"",""blue"",""red"",""yellow""]","[""#ea1d1d"",""#fcdb42"",""#2f6ef6"",""#67cf5c""]","[""red"",""yellow"",""blue"",""green""]","[""red"",""yellow"",""blue"",""green""]","null","1","""catch_trial""","null","[1,1,1,1]","4","null"
"14677","","","assignment-inference","23","264875","0.0-23.0","q3ggppojnx","87367","","","","","","[""corn"",""speed"",""efficiency"",""carrot""]","[""#73f5b0"",""#ea1d1d"",""#d5b811"",""#ac6619""]","[""efficiency"",""speed"",""corn"",""carrot""]","[""efficiency"",""speed"",""corn"",""carrot""]","""set1""","1","""14""","""uw_71""","[1,1,1,1]","4","2"
"11013","","","assignment-inference","24","275902","0.0-24.0","q3ggppojnx","87367","","","","","","[""corn"",""cherry"",""carrot"",""peach""]","[""#f1a78a"",""#e81a4b"",""#d5b811"",""#cc4f1b""]","[""peach"",""cherry"",""corn"",""carrot""]","[""peach"",""cherry"",""corn"",""carrot""]","""set1""","1","""8""","""uw_71""","[1,1,1,1]","4","2"
"10318","","","assignment-inference","25","286234","0.0-25.0","q3ggppojnx","87367","","","","","","[""eggplant"",""grape"",""banana"",""celery""]","[""#cd26c7"",""#d5b811"",""#512d5f"",""#96c58c""]","[""grape"",""banana"",""eggplant"",""celery""]","[""grape"",""banana"",""eggplant"",""celery""]","""set1""","1","""13""","""uw_71""","[1,1,1,1]","4","2"
"19524","","","assignment-inference","26","305767","0.0-26.0","q3ggppojnx","87367","","","","","","[""driving"",""grape"",""sleeping"",""banana""]","[""#72005e"",""#f7db7c"",""#000000"",""#ea1d1d""]","[""grape"",""banana"",""sleeping"",""driving""]","[""grape"",""banana"",""sleeping"",""driving""]","""set1""","1","""9""","""uw_71""","[1,1,1,1]","4","2"
"15347","","","assignment-inference","27","321123","0.0-27.0","q3ggppojnx","87367","","","","","","[""speed"",""working"",""efficiency"",""leisure""]","[""#1c3d61"",""#ea1d1d"",""#632b14"",""#cd26c7""]","[""efficiency"",""speed"",""working"",""leisure""]","[""leisure"",""speed"",""working"",""efficiency""]","""set1""","1","""10""","""uw_71""","[0,1,1,0]","2","2"
"11781","","","assignment-inference","28","332919","0.0-28.0","q3ggppojnx","87367","","","","","","[""driving"",""sleeping"",""comfort"",""safety""]","[""#d0e942"",""#632b14"",""#000000"",""#ea1d1d""]","[""safety"",""comfort"",""sleeping"",""driving""]","[""safety"",""comfort"",""sleeping"",""driving""]","""set1""","1","""15""","""uw_71""","[1,1,1,1]","4","2"
"26887","","","assignment-inference","29","359816","0.0-29.0","q3ggppojnx","87367","","","","","","[""celery"",""comfort"",""eggplant"",""safety""]","[""#d5b811"",""#632b14"",""#600b84"",""#a3c55b""]","[""safety"",""comfort"",""eggplant"",""celery""]","[""comfort"",""safety"",""eggplant"",""celery""]","""set1""","1","""11""","""uw_71""","[0,0,1,1]","2","2"
"943.4000000357628","<div style='margin-left: auto;margin-right: auto;width: 75%;text-align: left;'>Great job! You've completed 25% of the trials! Click 'Continue' when you are ready to keep going. </div>","0","html-button-response","30","360768","0.0-30.0","q3ggppojnx","87367","","","","","","","","","","","","","","","",""
"16688","","","assignment-inference","31","377465","0.0-31.0","q3ggppojnx","87367","","","","","","[""speed"",""efficiency"",""leisure"",""working""]","[""#ea1d1d"",""#632b14"",""#cd26c7"",""#1c3d61""]","[""speed"",""working"",""leisure"",""efficiency""]","[""speed"",""working"",""efficiency"",""leisure""]","""set1""","2","""10""","""uw_71""","[1,1,0,0]","2","3"
"9027","","","assignment-inference","32","386503","0.0-32.0","q3ggppojnx","87367","","","","","","[""peach"",""cherry"",""carrot"",""corn""]","[""#e81a4b"",""#d5b811"",""#cc4f1b"",""#f1a78a""]","[""cherry"",""corn"",""carrot"",""peach""]","[""cherry"",""corn"",""carrot"",""peach""]","""set1""","2","""8""","""uw_71""","[1,1,1,1]","4","3"
"10808","","","assignment-inference","33","397320","0.0-33.0","q3ggppojnx","87367","","","","","","[""grape"",""sleeping"",""banana"",""driving""]","[""#f7db7c"",""#000000"",""#ea1d1d"",""#72005e""]","[""banana"",""sleeping"",""driving"",""grape""]","[""banana"",""sleeping"",""driving"",""grape""]","""set1""","2","""9""","""uw_71""","[1,1,1,1]","4","3"
"14170","","","assignment-inference","34","411501","0.0-34.0","q3ggppojnx","87367","","","","","","[""eggplant"",""grape"",""celery"",""banana""]","[""#d5b811"",""#512d5f"",""#96c58c"",""#cd26c7""]","[""banana"",""eggplant"",""celery"",""grape""]","[""banana"",""eggplant"",""celery"",""grape""]","""set1""","2","""13""","""uw_71""","[1,1,1,1]","4","3"
"9754","","","assignment-inference","35","421265","0.0-35.0","q3ggppojnx","87367","","","","","","[""red"",""yellow"",""blue"",""green""]","[""#fcdb42"",""#2f6ef6"",""#67cf5c"",""#ea1d1d""]","[""yellow"",""blue"",""green"",""red""]","[""yellow"",""blue"",""green"",""red""]","null","2","""catch_trial""","null","[1,1,1,1]","4","null"
"15191","","","assignment-inference","36","436466","0.0-36.0","q3ggppojnx","87367","","","","","","[""working"",""peach"",""leisure"",""cherry""]","[""#ea1d1d"",""#777777"",""#4bcf8e"",""#f1a78a""]","[""cherry"",""working"",""leisure"",""peach""]","[""cherry"",""working"",""leisure"",""peach""]","""set1""","2","""12""","""uw_71""","[1,1,1,1]","4","3"
"18671","","","assignment-inference","37","455148","0.0-37.0","q3ggppojnx","87367","","","","","","[""comfort"",""driving"",""sleeping"",""safety""]","[""#632b14"",""#000000"",""#ea1d1d"",""#d0e942""]","[""comfort"",""sleeping"",""driving"",""safety""]","[""comfort"",""sleeping"",""driving"",""safety""]","""set1""","2","""15""","""uw_71""","[1,1,1,1]","4","3"
"16837","","","assignment-inference","38","471998","0.0-38.0","q3ggppojnx","87367","","","","","","[""comfort"",""celery"",""safety"",""eggplant""]","[""#632b14"",""#600b84"",""#a3c55b"",""#d5b811""]","[""comfort"",""eggplant"",""celery"",""safety""]","[""comfort"",""eggplant"",""celery"",""safety""]","""set1""","2","""11""","""uw_71""","[1,1,1,1]","4","3"
"35708","","","assignment-inference","39","507719","0.0-39.0","q3ggppojnx","87367","","","","","","[""corn"",""efficiency"",""speed"",""carrot""]","[""#ea1d1d"",""#d5b811"",""#ac6619"",""#73f5b0""]","[""speed"",""corn"",""carrot"",""efficiency""]","[""speed"",""corn"",""carrot"",""efficiency""]","""set1""","2","""14""","""uw_71""","[1,1,1,1]","4","3"
"1164.1000000238419","<div style='margin-left: auto;margin-right: auto;width: 75%;text-align: left;'>Great job! You've completed 38% of the trials! Click 'Continue' when you are ready to keep going. </div>","0","html-button-response","40","508894","0.0-40.0","q3ggppojnx","87367","","","","","","","","","","","","","","","",""
"32017","","","assignment-inference","41","540926","0.0-41.0","q3ggppojnx","87367","","","","","","[""banana"",""grape"",""sleeping"",""driving""]","[""#f7db7c"",""#000000"",""#ea1d1d"",""#72005e""]","[""banana"",""sleeping"",""driving"",""grape""]","[""banana"",""sleeping"",""driving"",""grape""]","""set1""","3","""9""","""uw_71""","[1,1,1,1]","4","7"
"21992","","","assignment-inference","42","562934","0.0-42.0","q3ggppojnx","87367","","","","","","[""corn"",""speed"",""efficiency"",""carrot""]","[""#ea1d1d"",""#d5b811"",""#ac6619"",""#73f5b0""]","[""speed"",""corn"",""carrot"",""efficiency""]","[""speed"",""corn"",""carrot"",""efficiency""]","""set1""","3","""14""","""uw_71""","[1,1,1,1]","4","7"
"15444","","","assignment-inference","43","578387","0.0-43.0","q3ggppojnx","87367","","","","","","[""blue"",""red"",""green"",""yellow""]","[""#fcdb42"",""#2f6ef6"",""#67cf5c"",""#ea1d1d""]","[""yellow"",""blue"",""green"",""red""]","[""yellow"",""blue"",""green"",""red""]","null","3","""catch_trial""","null","[1,1,1,1]","4","null"
"11231","","","assignment-inference","44","589626","0.0-44.0","q3ggppojnx","87367","","","","","","[""comfort"",""sleeping"",""safety"",""driving""]","[""#632b14"",""#000000"",""#ea1d1d"",""#d0e942""]","[""comfort"",""sleeping"",""driving"",""safety""]","[""comfort"",""sleeping"",""driving"",""safety""]","""set1""","3","""15""","""uw_71""","[1,1,1,1]","4","7"
"13048","","","assignment-inference","45","602684","0.0-45.0","q3ggppojnx","87367","","","","","","[""grape"",""banana"",""eggplant"",""celery""]","[""#d5b811"",""#512d5f"",""#96c58c"",""#cd26c7""]","[""banana"",""eggplant"",""celery"",""grape""]","[""banana"",""eggplant"",""celery"",""grape""]","""set1""","3","""13""","""uw_71""","[1,1,1,1]","4","7"
"11530","","","assignment-inference","46","614223","0.0-46.0","q3ggppojnx","87367","","","","","","[""safety"",""comfort"",""celery"",""eggplant""]","[""#632b14"",""#600b84"",""#a3c55b"",""#d5b811""]","[""comfort"",""eggplant"",""celery"",""safety""]","[""comfort"",""eggplant"",""celery"",""safety""]","""set1""","3","""11""","""uw_71""","[1,1,1,1]","4","7"
"11391","","","assignment-inference","47","625625","0.0-47.0","q3ggppojnx","87367","","","","","","[""cherry"",""peach"",""carrot"",""corn""]","[""#e81a4b"",""#d5b811"",""#cc4f1b"",""#f1a78a""]","[""cherry"",""corn"",""carrot"",""peach""]","[""cherry"",""corn"",""carrot"",""peach""]","""set1""","3","""8""","""uw_71""","[1,1,1,1]","4","7"
"15998","","","assignment-inference","48","641633","0.0-48.0","q3ggppojnx","87367","","","","","","[""efficiency"",""speed"",""leisure"",""working""]","[""#ea1d1d"",""#632b14"",""#cd26c7"",""#1c3d61""]","[""speed"",""working"",""leisure"",""efficiency""]","[""speed"",""working"",""efficiency"",""leisure""]","""set1""","3","""10""","""uw_71""","[1,1,0,0]","2","7"
"11556","","","assignment-inference","49","653197","0.0-49.0","q3ggppojnx","87367","","","","","","[""cherry"",""leisure"",""working"",""peach""]","[""#ea1d1d"",""#777777"",""#4bcf8e"",""#f1a78a""]","[""cherry"",""working"",""leisure"",""peach""]","[""cherry"",""working"",""leisure"",""peach""]","""set1""","3","""12""","""uw_71""","[1,1,1,1]","4","7"
"1115.5999999642372","<div style='margin-left: auto;margin-right: auto;width: 75%;text-align: left;'>Great job! You've completed 50% of the trials! Click 'Continue' when you are ready to keep going. </div>","0","html-button-response","50","654324","0.0-50.0","q3ggppojnx","87367","","","","","","","","","","","","","","","",""
"10537","","","assignment-inference","51","664870","0.0-51.0","q3ggppojnx","87367","","","","","","[""banana"",""driving"",""sleeping"",""grape""]","[""#72005e"",""#f7db7c"",""#000000"",""#ea1d1d""]","[""grape"",""banana"",""sleeping"",""driving""]","[""grape"",""banana"",""sleeping"",""driving""]","""set1""","4","""9""","""uw_71""","[1,1,1,1]","4","6"
"15025","","","assignment-inference","52","679904","0.0-52.0","q3ggppojnx","87367","","","","","","[""corn"",""cherry"",""carrot"",""peach""]","[""#f1a78a"",""#e81a4b"",""#d5b811"",""#cc4f1b""]","[""peach"",""cherry"",""corn"",""carrot""]","[""peach"",""cherry"",""corn"",""carrot""]","""set1""","4","""8""","""uw_71""","[1,1,1,1]","4","6"
