,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
above,0.15,0.123,0.123,0.123,0.25,0.125,0.123,0.125,0.123,0.123,0.123,0.125,0.125,0.123,0.123,0.123,0.123,0.125,0.123,0.123,0.125,0.125,0.123,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.125,0.125,0.15,0.125,0.123,0.125,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.15,0.15,0.123,0.15,0.123,0.125,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.125,0.15,0.721,0.15,0.125,0.123,0.123,0.123
angry,0.123,0.725,0.35,0.25,0.123,0.321,0.123,0.325,0.325,0.25,0.123,0.123,0.123,0.123,0.321,0.321,0.123,0.672,0.35,0.321,0.123,0.123,0.123,0.123,0.0,0.125,0.125,0.0,0.0,0.125,0.423,0.672,0.321,0.672,0.789,0.123,0.123,0.123,0.123,0.123,0.123,0.321,0.123,0.123,0.325,0.789,0.723,0.321,0.856,0.789,0.05,0.02,0.05,0.123,0.05,0.05,0.15,0.123,0.123,0.672,0.35,0.789,0.975,0.05,0.0,0.0,0.123,0.05,0.123,0.25,0.456
beach,0.15,0.05,0.123,0.123,0.725,0.123,0.15,0.123,0.25,0.123,0.789,0.15,0.675,0.789,0.123,0.15,0.325,0.123,0.325,0.123,0.789,0.85,0.875,0.85,0.0,0.01,0.125,0.15,0.1,0.25,0.25,0.625,0.672,0.456,0.123,0.789,0.85,0.675,0.85,0.923,0.875,0.25,0.723,0.875,0.85,0.35,0.789,0.852,0.675,0.123,0.85,0.85,0.675,0.85,0.875,0.923,0.783,0.875,0.852,0.789,0.85,0.723,0.123,0.123,0.923,0.789,0.789,0.85,0.85,0.789,0.789
below,0.125,0.123,0.0,0.0,0.125,0.0,0.01,0.123,0.0,0.0,0.125,0.0,0.0,0.123,0.0,0.123,0.01,0.0,0.123,0.0,0.0,0.125,0.123,0.123,0.0,0.0,0.0,0.0,0.0,0.0,0.123,0.123,0.123,0.01,0.0,0.0,0.0,0.123,0.123,0.123,0.123,0.0,0.123,0.123,0.125,0.125,0.123,0.01,0.125,0.0,0.123,0.0,0.0,0.125,0.0,0.0,0.123,0.125,0.0,0.123,0.123,0.123,0.0,0.0,0.0,0.123,0.0,0.0,0.0,0.0,0.0
beside,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.125,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.15,0.15,0.0,0.0,0.0,0.125,0.0,0.125,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.15,0.123,0.123,0.123,0.15,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.125,0.123,0.123,0.123,0.123,0.123,0.123
blueberry,0.789,0.725,0.123,0.123,0.923,0.789,0.25,0.321,0.123,0.123,0.789,0.789,0.789,0.85,0.321,0.35,0.15,0.123,0.123,0.05,0.721,0.875,0.856,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.325,0.123,0.123,0.123,0.123,0.123,0.321,0.15,0.789,0.35,0.723,0.123,0.123,0.123,0.123,0.05,0.123,0.123,0.123,0.05,0.25,0.123,0.123,0.15,0.123,0.123,0.123,0.125,0.123,0.123,0.123,0.123,0.0,0.123,0.125,0.123,0.125,0.05,0.05,0.123,0.123
dawn,0.723,0.123,0.123,0.123,0.85,0.35,0.325,0.15,0.25,0.123,0.789,0.789,0.723,0.85,0.325,0.25,0.452,0.123,0.25,0.123,0.725,0.85,0.85,0.85,0.0,0.125,0.15,0.25,0.25,0.25,0.675,0.625,0.45,0.25,0.15,0.789,0.789,0.875,0.875,0.85,0.875,0.675,0.723,0.789,0.723,0.723,0.723,0.675,0.35,0.123,0.923,0.85,0.723,0.85,0.875,0.85,0.723,0.789,0.723,0.789,0.723,0.625,0.125,0.725,0.923,0.875,0.789,0.85,0.789,0.723,0.789
day,0.25,0.123,0.123,0.123,0.789,0.123,0.25,0.123,0.25,0.123,0.723,0.15,0.725,0.785,0.123,0.15,0.25,0.123,0.25,0.123,0.45,0.785,0.783,0.789,0.0,0.125,0.15,0.25,1.0,0.75,0.325,0.672,0.452,0.35,0.25,0.725,0.789,0.675,0.789,0.85,0.85,0.325,0.723,0.789,0.789,0.723,0.789,0.723,0.675,0.15,0.85,0.85,0.725,0.783,0.85,0.85,0.723,0.85,0.789,0.789,0.789,0.725,0.123,0.25,0.85,0.85,0.789,0.85,0.85,0.789,0.789
disgust,0.123,0.25,0.123,0.123,0.123,0.321,0.123,0.321,0.25,0.123,0.123,0.25,0.25,0.123,0.321,0.25,0.123,0.321,0.325,0.123,0.123,0.123,0.123,0.123,0.0,0.125,0.125,0.125,0.0,0.125,0.672,0.672,0.345,0.672,0.321,0.123,0.123,0.25,0.123,0.123,0.123,0.723,0.25,0.123,0.25,0.789,0.672,0.25,0.723,0.345,0.123,0.123,0.05,0.125,0.123,0.05,0.123,0.123,0.123,0.325,0.123,0.672,0.923,0.02,0.0,0.02,0.123,0.05,0.123,0.123,0.25
dress,0.15,0.123,0.123,0.123,0.25,0.123,0.35,0.123,0.25,0.15,0.15,0.15,0.325,0.721,0.123,0.15,0.452,0.123,0.15,0.15,0.123,0.45,0.672,0.25,0.0,0.125,0.0,0.125,0.0,0.125,0.15,0.325,0.675,0.35,0.15,0.25,0.15,0.123,0.35,0.35,0.723,0.123,0.15,0.25,0.325,0.15,0.325,0.456,0.25,0.15,0.25,0.45,0.123,0.325,0.35,0.15,0.15,0.325,0.325,0.35,0.45,0.35,0.123,0.123,0.15,0.123,0.15,0.15,0.25,0.123,0.35
