,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
above,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
angry,0.0,0.123,0.0,0.0,0.0,0.0,0.0,0.123,0.0,0.123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.123,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.123,0.0,0.123,0.123,0.789,0.0,0.0,0.0,0.0,0.0,0.0,0.123,0.0,0.0,0.0,0.123,0.123,0.123,0.62,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.123,0.0,0.123,0.123,0.123,0.65,0.95,0.0,0.0,0.0,0.0,0.0,0.123,0.123,0.25
beach,0.123,0.0,0.0,0.0,0.723,0.0,0.0,0.0,0.0,0.0,0.789,0.0,0.123,0.15,0.0,0.0,0.123,0.0,0.0,0.0,0.789,0.15,0.68,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.123,0.25,0.123,0.0,0.723,0.723,0.0,0.123,0.35,0.67,0.0,0.15,0.67,0.789,0.123,0.72,0.72,0.15,0.123,0.123,0.35,0.67,0.123,0.25,0.35,0.123,0.723,0.725,0.723,0.789,0.683,0.0,0.123,0.123,0.25,0.25,0.62,0.723,0.789,0.789
below,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
beside,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
blueberry,0.789,0.789,0.123,0.0,0.85,0.789,0.789,0.789,0.0,0.0,0.789,0.789,0.25,0.67,0.123,0.15,0.123,0.123,0.0,0.0,0.123,0.723,0.675,0.123,0.0,0.0,0.0,0.0,0.0,0.0,0.123,0.0,0.0,0.0,0.0,0.123,0.123,0.123,0.0,0.0,0.123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dawn,0.15,0.0,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.0,0.723,0.0,0.123,0.625,0.0,0.15,0.67,0.0,0.123,0.123,0.789,0.15,0.723,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.123,0.25,0.625,0.15,0.123,0.67,0.723,0.0,0.25,0.67,0.723,0.123,0.125,0.25,0.67,0.123,0.35,0.725,0.675,0.123,0.123,0.683,0.723,0.25,0.65,0.723,0.25,0.725,0.789,0.35,0.723,0.25,0.123,0.35,0.35,0.723,0.67,0.725,0.725,0.75,0.789
day,0.15,0.0,0.123,0.0,0.789,0.123,0.123,0.0,0.123,0.0,0.75,0.123,0.25,0.35,0.0,0.15,0.25,0.0,0.123,0.0,0.789,0.25,0.725,0.75,0.0,0.0,0.125,0.25,0.0,0.0,0.123,0.123,0.35,0.123,0.123,0.723,0.75,0.72,0.723,0.723,0.723,0.15,0.35,0.65,0.723,0.25,0.67,0.65,0.35,0.123,0.789,0.75,0.75,0.783,0.789,0.75,0.723,0.789,0.789,0.723,0.789,0.723,0.123,0.85,0.789,0.85,0.789,0.789,0.789,0.85,0.85
disgust,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.123,0.123,0.123,0.123,0.0,0.0,0.0,0.123,0.0,0.0,0.0,0.0,0.0,0.123,0.123,0.123,0.123,0.123,0.0,0.0,0.0,0.0,0.0,0.123,0.0,0.123
dress,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.25,0.123,0.123,0.723,0.123,0.123,0.25,0.123,0.0,0.0,0.0,0.0,0.0,0.0,0.123,0.25,0.723,0.789,0.85,0.123,0.123,0.123,0.123,0.25,0.25,0.123,0.123,0.123,0.123,0.123,0.25,0.789,0.789,0.85,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.123,0.25,0.723,0.67,0.25,0.85,0.0,0.123,0.123,0.123,0.123,0.725,0.123,0.123
